location,bhk,areaType,square_feet,transaction,status,floorNum,totalFloor,furnishing,facing,price_per_sqft,price,built_up_area
dumas road/hazira,3,Super Area,1840,Resale,Ready to Move,4.0,12.0,Unfurnished,East,4702.0,0.86,1840
adajan,3,Super Area,1820,Resale,Ready to Move,7.0,7.0,Furnished,East,3846.0,0.7,1820
vesu,3,Super Area,2246,New Property,Under Construction,7.0,14.0,Unfurnished,South -West,4630.0,1.04,2246
vesu,3,Carpet Area,1300,New Property,Ready to Move,9.0,12.0,Unfurnished,East,6003.0,1.4,1430
dumas road/hazira,3,Carpet Area,1200,Resale,Ready to Move,6.0,12.0,Semi-Furnished,East,5509.0,1.19,1320
palanpur,3,Super Area,1811,New Property,Under Construction,7.0,13.0,Unfurnished,East,4251.0,0.77,1811
palanpur,3,Super Area,1651,New Property,Under Construction,,,Unfurnished,,4100.0,0.68,1651
vesu,3,Carpet Area,1265,New Property,Under Construction,5.0,13.0,Unfurnished,East,5500.0,1.26,1392
vesu,3,Super Area,2246,New Property,Under Construction,7.0,12.0,Unfurnished,East,5000.0,1.12,2246
palanpur,3,Super Area,1751,New Property,Under Construction,7.0,13.0,Unfurnished,East,4351.0,0.76,1751
pal,3,Carpet Area,1056,New Property,Under Construction,7.0,13.0,Unfurnished,East,4550.0,0.87,1162
pal,4,Super Area,2911,New Property,Under Construction,7.0,13.0,Unfurnished,East,4575.0,1.33,2911
jahangirpura,3,Super Area,1857,Resale,Undefined,3.0,13.0,Unfurnished,East,3861.0,0.72,1857
pal,2,Super Area,1325,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,4600.0,0.61,1325
pal,3,Carpet Area,1100,New Property,Under Construction,4.0,14.0,Unfurnished,East,4000.0,0.72,1210
palanpur,3,Carpet Area,1120,Resale,Ready to Move,1.0,15.0,Unfurnished,South -West,3762.0,0.65,1232
althan,3,Super Area,1715,New Property,Under Construction,5.0,13.0,Unfurnished,East,4898.0,0.84,1715
,3,Carpet Area,1375,Resale,Under Construction,9.0,12.0,Unfurnished,East,5151.0,1.28,1513
althan,3,Super Area,1856,New Property,Ready to Move,7.0,13.0,Unfurnished,South -West,4555.0,0.85,1856
palanpur,3,Carpet Area,885,New Property,Ready to Move,,,Unfurnished,East,4300.0,0.65,974
dumas road/hazira,3,Super Area,1840,Resale,Ready to Move,9.0,12.0,Unfurnished,East,4511.0,0.83,1840
vesu,3,Carpet Area,1179,Resale,Ready to Move,1.0,12.0,Unfurnished,East,4900.0,1.05,1297
vesu,3,Carpet Area,1080,New Property,Ready to Move,6.0,13.0,Unfurnished,East,5100.0,1.0,1188
amroli,3,Super Area,1811,New Property,Ready to Move,6.0,14.0,Unfurnished,South - East,3589.0,0.65,1811
vesu,3,Super Area,2400,New Property,Under Construction,5.0,13.0,Unfurnished,East,5917.0,1.42,2400
pal,3,Super Area,1891,New Property,Under Construction,7.0,13.0,Unfurnished,East,4700.0,0.89,1891
vesu,3,Super Area,2250,New Property,Ready to Move,9.0,13.0,Unfurnished,South -West,6711.0,1.51,2250
palanpur,3,Super Area,1800,New Property,Ready to Move,4.0,13.0,Unfurnished,East,4389.0,0.79,1800
vesu,4,Super Area,2751,New Property,Under Construction,1.0,13.0,Unfurnished,North,5089.0,1.4,2751
palanpur,3,Super Area,1782,Resale,Ready to Move,9.0,11.0,Furnished,East,5107.0,0.91,1782
althan,3,Super Area,1650,Resale,Ready to Move,1.0,5.0,Furnished,East,4242.0,0.7,1650
dindoli,3,Super Area,1882,Resale,Ready to Move,12.0,14.0,Unfurnished,East,3666.0,0.69,1882
adajan,3,Super Area,1857,Resale,Ready to Move,4.0,15.0,Unfurnished,East,3904.0,0.72,1857
jahangirpura,3,Carpet Area,1000,New Property,Under Construction,6.0,14.0,Unfurnished,East,4039.0,0.75,1100
dumas road/hazira,3,Super Area,2160,Resale,Ready to Move,3.0,13.0,Unfurnished,North,5454.0,1.17,2160
althan,3,Carpet Area,1000,Resale,Under Construction,8.0,13.0,Unfurnished,East,4898.0,0.84,1100
vesu,4,Super Area,2705,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,5176.0,1.4,2705
vesu,3,Carpet Area,1320,New Property,Under Construction,4.0,13.0,Unfurnished,East,5377.0,1.29,1452
palanpur,4,Carpet Area,1600,New Property,Under Construction,8.0,13.0,Unfurnished,East,3855.0,1.12,1760
,3,Super Area,1849,New Property,Under Construction,5.0,13.0,Unfurnished,East,3751.0,0.69,1849
adajan,3,Super Area,1767,Resale,Ready to Move,4.0,12.0,Furnished,East,4471.0,0.79,1767
vesu,3,Carpet Area,1375,Resale,Ready to Move,6.0,12.0,Unfurnished,North - East,6300.0,1.57,1513
adajan,3,Carpet Area,1175,Resale,Ready to Move,1.0,5.0,Furnished,East,4701.0,0.86,1292
dumas road/hazira,3,Super Area,1890,Resale,Ready to Move,1.0,14.0,Furnished,East,4815.0,0.91,1890
palanpur,3,Super Area,1522,Resale,Ready to Move,6.0,14.0,Furnished,East,5585.0,0.85,1522
adajan,4,Super Area,2095,Resale,Ready to Move,5.0,13.0,Unfurnished,East,6253.0,1.31,2095
vesu,3,Super Area,1775,New Property,Under Construction,5.0,14.0,Unfurnished,East,5200.0,0.92,1775
dumas road/hazira,3,Carpet Area,4500,New Property,Under Construction,6.0,13.0,Unfurnished,East,4506.0,1.05,4950
palanpur,3,Super Area,2111,New Property,Under Construction,6.0,13.0,Unfurnished,East,4249.0,0.9,2111
pal,4,Carpet Area,1595,Resale,Under Construction,8.0,13.0,Unfurnished,East,4862.0,1.41,1755
vesu,3,Super Area,2565,New Property,Under Construction,6.0,12.0,Unfurnished,East,5575.0,1.43,2565
vesu,3,Super Area,2198,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,5800.0,1.27,2198
palanpur,3,Super Area,1811,New Property,Under Construction,8.0,14.0,Unfurnished,East,4251.0,0.77,1811
pal,3,Super Area,1881,New Property,Under Construction,6.0,13.0,Unfurnished,East,4550.0,0.86,1881
pal,4,Super Area,2601,New Property,Under Construction,6.0,13.0,Unfurnished,South -West,4700.0,1.22,2601
pal,3,Carpet Area,849,Resale,Undefined,9.0,13.0,Unfurnished,East,3986.0,0.61,934
pal,3,Super Area,1650,New Property,Under Construction,5.0,13.0,Unfurnished,East,4200.0,0.69,1650
pal,4,Carpet Area,1600,New Property,Under Construction,3.0,13.0,Unfurnished,South -West,3751.0,1.07,1760
palanpur,3,Carpet Area,1250,Resale,Ready to Move,10.0,15.0,Unfurnished,South -West,3905.0,0.72,1375
vesu,3,Super Area,2600,New Property,Ready to Move,5.0,12.0,Unfurnished,East,5500.0,1.43,2600
althan,3,Super Area,1994,New Property,Ready to Move,10.0,14.0,Unfurnished,East,4554.0,0.91,1994
palanpur,3,Super Area,1651,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,4200.0,0.69,1651
vesu,3,Carpet Area,1210,New Property,Under Construction,,,Unfurnished,East,4851.0,1.06,1331
dumas road/hazira,3,Super Area,1890,Resale,Ready to Move,8.0,12.0,Unfurnished,South -West,4762.0,0.9,1890
vesu,3,Super Area,2602,New Property,Ready to Move,5.0,13.0,Unfurnished,East,5188.0,1.35,2602
dumas road/hazira,3,Carpet Area,1134,New Property,Ready to Move,7.0,12.0,Unfurnished,East,4656.0,0.88,1247
althan,3,Super Area,1725,New Property,Ready to Move,11.0,13.0,Furnished,South - East,5507.0,0.95,1725
vesu,2,Super Area,1321,New Property,Under Construction,5.0,14.0,Unfurnished,East,5072.0,0.67,1321
palanpur,3,Super Area,1651,New Property,Under Construction,7.0,13.0,Unfurnished,East,4100.0,0.68,1651
vesu,3,Carpet Area,1898,New Property,Under Construction,9.0,10.0,Unfurnished,North,5151.0,1.28,2088
jahangirpura,3,Super Area,1750,New Property,Ready to Move,4.0,13.0,Unfurnished,East,3486.0,0.61,1750
althan,3,Carpet Area,890,New Property,Ready to Move,0.0,13.0,Unfurnished,East,4000.0,0.65,979
jahangirpura,3,Super Area,1725,New Property,Ready to Move,5.0,14.0,Furnished,East,4348.0,0.75,1725
althan,3,Carpet Area,1250,Resale,Ready to Move,11.0,12.0,Unfurnished,East,4869.0,0.95,1375
dindoli,3,Super Area,1850,Resale,Ready to Move,10.0,12.0,Unfurnished,East,5135.0,0.95,1850
adajan,3,Super Area,2695,Resale,Ready to Move,5.0,10.0,Unfurnished,East,5009.0,1.35,2695
pal,3,Carpet Area,1000,New Property,Under Construction,6.0,12.0,Unfurnished,East,4852.0,1.0,1100
vesu,3,Super Area,1643,Resale,Ready to Move,11.0,13.0,Unfurnished,East,5500.0,0.9,1643
vesu,2,Super Area,1361,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,5143.0,0.7,1361
althan,3,Carpet Area,943,Resale,Under Construction,6.0,13.0,Unfurnished,East,4898.0,0.84,1037
palanpur,4,Carpet Area,1740,Resale,Ready to Move,9.0,10.0,Unfurnished,East,2828.0,0.82,1914
vesu,4,Carpet Area,1650,Resale,Ready to Move,6.0,10.0,Unfurnished,North - East,5300.0,1.59,1815
adajan,3,Super Area,1550,Resale,Ready to Move,2.0,9.0,Semi-Furnished,West,4194.0,0.65,1550
dumas road/hazira,3,Super Area,1890,Resale,Ready to Move,6.0,12.0,Semi-Furnished,East,4762.0,0.9,1890
pal,4,Super Area,2781,New Property,Under Construction,4.0,13.0,Unfurnished,East,4279.0,1.19,2781
pal,3,Super Area,1745,New Property,Under Construction,4.0,13.0,Unfurnished,East,4401.0,0.77,1745
athwalines,3,Carpet Area,1050,New Property,Under Construction,5.0,13.0,Unfurnished,East,5500.0,1.04,1155
dumas road/hazira,4,Carpet Area,1600,New Property,Under Construction,5.0,14.0,Unfurnished,East,4675.0,1.35,1760
palanpur,3,Super Area,1725,New Property,Ready to Move,7.0,14.0,Unfurnished,East,4291.0,0.74,1725
pal,4,Carpet Area,1634,Resale,Under Construction,10.0,19.0,Unfurnished,East,4207.0,1.25,1797
vesu,3,Carpet Area,1135,New Property,Ready to Move,5.0,13.0,Unfurnished,West,5199.0,1.02,1248
vesu,3,Carpet Area,1400,New Property,Ready to Move,6.0,12.0,Unfurnished,East,5492.0,1.43,1540
pal,3,Super Area,1802,New Property,Under Construction,7.0,13.0,Unfurnished,East,3851.0,0.69,1802
pal,3,Super Area,1845,New Property,Under Construction,6.0,13.0,Unfurnished,East,4600.0,0.85,1845
adajan,4,Super Area,3250,New Property,Under Construction,6.0,13.0,Unfurnished,East,4752.0,1.54,3250
palanpur,3,Super Area,1751,New Property,Undefined,8.0,13.0,Unfurnished,East,4351.0,0.76,1751
pal,3,Super Area,1881,New Property,Under Construction,5.0,13.0,Unfurnished,East,4751.0,0.89,1881
pal,3,Carpet Area,1200,New Property,Under Construction,3.0,13.0,Unfurnished,South -West,3751.0,0.82,1320
palanpur,3,Carpet Area,1100,Resale,Ready to Move,9.0,15.0,Unfurnished,South -West,3909.0,0.68,1210
vesu,3,Super Area,2410,New Property,Ready to Move,5.0,19.0,Unfurnished,North,5602.0,1.35,2410
althan,3,Super Area,1859,New Property,Ready to Move,12.0,14.0,Unfurnished,East,4554.0,0.85,1859
vesu,3,Super Area,1953,New Property,Under Construction,7.0,13.0,Unfurnished,South -West,4992.0,0.97,1953
palanpur,3,Carpet Area,860,New Property,Ready to Move,,,Unfurnished,East,4200.0,0.6,946
dumas road/hazira,3,Super Area,2330,New Property,Under Construction,8.0,12.0,Unfurnished,West,4506.0,1.05,2330
vesu,3,Carpet Area,1418,New Property,Under Construction,5.0,13.0,Unfurnished,East,5857.0,1.51,1560
dumas road/hazira,3,Carpet Area,850,Resale,Ready to Move,3.0,3.0,Unfurnished,East,4286.0,0.81,935
althan,2,Super Area,1270,New Property,Ready to Move,7.0,12.0,Furnished,East,5118.0,0.65,1270
vesu,3,Super Area,1953,New Property,Under Construction,6.0,14.0,Unfurnished,East,5069.0,0.99,1953
pal,3,Super Area,1850,New Property,Under Construction,7.0,13.0,Unfurnished,East,4651.0,0.86,1850
,4,Carpet Area,1569,New Property,Ready to Move,5.0,13.0,Unfurnished,East,4350.0,1.26,1726
athwalines,3,Super Area,2200,New Property,Under Construction,1.0,7.0,Unfurnished,East,5364.0,1.18,2200
pal,3,Super Area,1960,Resale,Ready to Move,5.0,5.0,Unfurnished,East,4388.0,0.86,1960
althan,3,Carpet Area,1750,Resale,Ready to Move,10.0,12.0,Furnished,East,,1.0,1925
dindoli,3,Super Area,1850,Resale,Ready to Move,7.0,12.0,Unfurnished,East,4595.0,0.85,1850
pal,3,Carpet Area,1000,New Property,Under Construction,8.0,12.0,Unfurnished,East,4819.0,1.0,1100
,3,Super Area,1919,Resale,Ready to Move,7.0,12.0,Unfurnished,East,4690.0,0.9,1919
dumas road/hazira,3,Super Area,2600,New Property,Under Construction,7.0,12.0,Unfurnished,South -West,5000.0,1.3,2600
vesu,4,Super Area,2751,New Property,Under Construction,7.0,13.0,Unfurnished,East,5090.0,1.4,2751
adajan,3,Carpet Area,1500,Resale,Ready to Move,12.0,13.0,Furnished,East,4049.0,0.95,1650
vesu,3,Carpet Area,1309,New Property,Ready to Move,15.0,20.0,Unfurnished,North - East,5600.0,1.33,1440
,3,Super Area,1650,Resale,Ready to Move,11.0,11.0,Semi-Furnished,East,4848.0,0.8,1650
pal,3,Super Area,1956,Resale,Ready to Move,4.0,13.0,Unfurnished,East,4857.0,0.95,1956
pal,3,Super Area,2490,New Property,Under Construction,5.0,13.0,Unfurnished,East,4300.0,1.07,2490
palanpur,3,Super Area,1522,New Property,Ready to Move,5.0,13.0,Unfurnished,East,4001.0,0.61,1522
vesu,3,Carpet Area,1100,New Property,Ready to Move,3.0,14.0,Furnished,East,6900.0,1.35,1210
vesu,3,Carpet Area,1238,New Property,Under Construction,10.0,12.0,Unfurnished,East,4851.0,1.09,1362
,4,Carpet Area,1572,Resale,Under Construction,8.0,12.0,Unfurnished,East,4899.0,1.4,1729
vesu,3,Super Area,1818,New Property,Under Construction,5.0,13.0,Unfurnished,East,5500.0,1.0,1818
vesu,3,Super Area,2260,New Property,Ready to Move,6.0,12.0,Unfurnished,East,6000.0,1.35,2260
jahangirpura,3,Super Area,1911,New Property,Under Construction,6.0,14.0,Unfurnished,East,3700.0,0.71,1911
pal,4,Carpet Area,1503,New Property,Under Construction,6.0,13.0,Unfurnished,East,4751.0,1.37,1653
pal,3,Super Area,1751,New Property,Under Construction,6.0,13.0,Unfurnished,East,4251.0,0.74,1751
palanpur,3,Super Area,1775,New Property,Undefined,5.0,13.0,Unfurnished,East,3851.0,0.68,1775
pal,3,Super Area,2270,New Property,Under Construction,5.0,13.0,Unfurnished,East,5850.0,1.32,2270
pal,3,Carpet Area,1051,New Property,Under Construction,3.0,13.0,Unfurnished,South -West,3751.0,0.72,1156
vesu,3,Super Area,2250,New Property,Under Construction,5.0,12.0,Unfurnished,North - East,6200.0,1.39,2250
vesu,3,Super Area,2536,New Property,Under Construction,9.0,13.0,Unfurnished,East,6309.0,1.6,2536
dumas road/hazira,2,Super Area,1400,New Property,Under Construction,7.0,14.0,Unfurnished,South -West,4500.0,0.63,1400
palanpur,3,Carpet Area,960,New Property,Ready to Move,,,Unfurnished,East,3800.0,0.64,1056
dumas road/hazira,3,Super Area,2600,New Property,Under Construction,4.0,12.0,Unfurnished,East,5000.0,1.3,2600
vesu,2,Super Area,1294,Resale,Under Construction,4.0,13.0,Unfurnished,East,5023.0,0.65,1294
vesu,3,Carpet Area,1317,New Property,Under Construction,5.0,13.0,Unfurnished,East,5500.0,1.32,1449
althan,3,Super Area,1884,New Property,Ready to Move,6.0,12.0,Unfurnished,East,4512.0,0.85,1884
althan,3,Super Area,2241,New Property,Under Construction,9.0,14.0,Unfurnished,East,4641.0,1.04,2241
pal,3,Super Area,2070,New Property,Under Construction,6.0,13.0,Unfurnished,East,4750.0,0.98,2070
adajan,3,Super Area,1755,Resale,Ready to Move,3.0,12.0,Unfurnished,East,5698.0,1.0,1755
althan,4,Super Area,2920,New Property,Under Construction,1.0,10.0,Unfurnished,East,5034.0,1.47,2920
dindoli,3,Super Area,1948,New Property,Under Construction,5.0,13.0,Unfurnished,East,3500.0,0.68,1948
pal,4,Carpet Area,2000,New Property,Under Construction,6.0,12.0,Unfurnished,East,5108.0,1.4,2200
vesu,3,Super Area,2041,Resale,Ready to Move,1.0,12.0,Furnished,East,5145.0,1.05,2041
vesu,3,Super Area,1775,New Property,Ready to Move,5.0,14.0,Unfurnished,South -West,5100.0,0.91,1775
vesu,2,Super Area,1361,New Property,Under Construction,5.0,13.0,Unfurnished,North - East,5511.0,0.75,1361
jahangirpura,3,Super Area,1609,Resale,Ready to Move,4.0,13.0,Furnished,East,3884.0,0.62,1609
vesu,3,Carpet Area,1045,New Property,Ready to Move,5.0,10.0,Unfurnished,North - East,5579.0,1.06,1150
jahangirpura,3,Super Area,1609,Resale,Ready to Move,2.0,12.0,Unfurnished,West,3853.0,0.62,1609
palanpur,3,Super Area,1767,Resale,Ready to Move,8.0,12.0,Unfurnished,East,4301.0,0.76,1767
pal,3,Carpet Area,1400,Resale,Ready to Move,1.0,5.0,Unfurnished,East,4000.0,0.8,1540
pal,4,Super Area,2870,New Property,Under Construction,5.0,13.0,Unfurnished,East,4739.0,1.36,2870
vesu,3,Carpet Area,1408,New Property,Ready to Move,7.0,14.0,Unfurnished,East,5500.0,1.4,1549
vesu,4,Carpet Area,1340,Resale,Ready to Move,5.0,12.0,Semi-Furnished,East,5008.0,1.22,1474
palanpur,3,Super Area,1550,New Property,Under Construction,7.0,13.0,Unfurnished,East,4194.0,0.65,1550
pal,4,Carpet Area,1540,Resale,Under Construction,7.0,13.0,Unfurnished,East,4600.0,1.28,1694
pal,3,Super Area,2440,New Property,Under Construction,5.0,10.0,Unfurnished,East,5639.0,1.37,2440
vesu,3,Carpet Area,1100,New Property,Ready to Move,8.0,13.0,Unfurnished,South -West,5500.0,1.07,1210
palanpur,3,Super Area,1918,New Property,Under Construction,3.0,14.0,Unfurnished,East,3853.0,0.74,1918
pal,3,Carpet Area,985,New Property,Under Construction,6.0,13.0,Unfurnished,East,4600.0,0.87,1084
adajan,3,Super Area,2065,New Property,Under Construction,6.0,13.0,Unfurnished,East,4751.0,0.98,2065
palanpur,3,Super Area,1861,New Property,Undefined,8.0,13.0,Unfurnished,East,4200.0,0.78,1861
pal,3,Super Area,1891,New Property,Under Construction,5.0,13.0,Unfurnished,North - East,4750.0,0.9,1891
palanpur,3,Carpet Area,910,New Property,Under Construction,4.0,14.0,Unfurnished,South -West,4100.0,0.68,1001
pal,3,Carpet Area,1150,Resale,Ready to Move,7.0,15.0,Unfurnished,South -West,4911.0,0.96,1265
vesu,3,Super Area,2525,New Property,Under Construction,5.0,16.0,Unfurnished,North - East,5111.0,1.29,2525
althan,3,Super Area,2113,New Property,Ready to Move,13.0,14.0,Unfurnished,North,4851.0,1.02,2113
vesu,3,Super Area,2400,New Property,Ready to Move,7.0,13.0,Unfurnished,South -West,5208.0,1.25,2400
jahangirpura,3,Carpet Area,1115,New Property,Under Construction,,,Unfurnished,East,3861.0,0.72,1226
vesu,3,Super Area,2705,New Property,Ready to Move,8.0,13.0,Unfurnished,East,5693.0,1.54,2705
vesu,2,Super Area,1294,Resale,Under Construction,4.0,13.0,Unfurnished,East,4946.0,0.64,1294
vesu,2,Carpet Area,749,New Property,Ready to Move,10.0,13.0,Unfurnished,East,5143.0,0.7,824
althan,3,Super Area,1915,New Property,Ready to Move,6.0,12.0,Unfurnished,East,5117.0,0.98,1915
dumas road/hazira,3,Super Area,2400,New Property,Ready to Move,7.0,12.0,Unfurnished,East,6111.0,1.46,2400
pal,4,Super Area,3259,New Property,Under Construction,6.0,13.0,Unfurnished,East,4750.0,1.54,3259
althan,3,Super Area,2550,New Property,Under Construction,1.0,10.0,Unfurnished,East,5020.0,1.28,2550
dindoli,3,Super Area,1950,Resale,Ready to Move,6.0,14.0,Unfurnished,East,3641.0,0.71,1950
pal,3,Super Area,2500,Resale,Under Construction,5.0,12.0,Unfurnished,East,5000.0,1.25,2500
althan,3,Super Area,1975,Resale,Ready to Move,8.0,12.0,Unfurnished,East,4500.0,0.89,1975
vesu,4,Super Area,2915,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,5454.0,1.58,2915
vesu,3,Super Area,2025,New Property,Under Construction,7.0,13.0,Unfurnished,East,5186.0,1.05,2025
adajan,3,Super Area,1650,New Property,Ready to Move,13.0,14.0,Unfurnished,North,3818.0,0.63,1650
vesu,3,Carpet Area,1374,New Property,Ready to Move,7.0,13.0,Unfurnished,North - East,5400.0,1.35,1511
pal,3,Super Area,1802,New Property,Under Construction,6.0,12.0,Unfurnished,East,3552.0,0.64,1802
vesu,3,Super Area,1774,New Property,Under Construction,3.0,5.0,Unfurnished,South -West,5006.0,0.89,1774
vesu,3,Carpet Area,1200,New Property,Ready to Move,8.0,14.0,Unfurnished,East,5550.0,1.19,1320
vesu,3,Carpet Area,1150,Resale,Ready to Move,3.0,12.0,Semi-Furnished,East,4534.0,0.87,1265
vesu,4,Super Area,2998,New Property,Under Construction,5.0,12.0,Unfurnished,East,4500.0,1.34,2998
palanpur,3,Super Area,1825,Resale,Under Construction,8.0,13.0,Unfurnished,East,3945.0,0.72,1825
adajan,3,Carpet Area,1134,New Property,Under Construction,5.0,13.0,Unfurnished,East,4750.0,0.98,1247
althan,3,Super Area,1865,New Property,Under Construction,8.0,13.0,Unfurnished,East,4863.0,0.91,1865
palanpur,3,Super Area,2196,New Property,Under Construction,3.0,14.0,Unfurnished,East,3851.0,0.85,2196
pal,2,Super Area,1350,New Property,Under Construction,6.0,13.0,Unfurnished,East,4500.0,0.61,1350
pal,3,Super Area,1745,New Property,Under Construction,6.0,13.0,Unfurnished,South -West,4551.0,0.79,1745
pal,3,Carpet Area,991,New Property,Undefined,8.0,13.0,Unfurnished,East,3999.0,0.72,1090
pal,3,Super Area,2205,New Property,Under Construction,5.0,13.0,Unfurnished,East,4851.0,1.06,2205
jahangirpura,3,Carpet Area,1100,New Property,Under Construction,4.0,13.0,Unfurnished,East,3800.0,0.73,1210
pal,3,Carpet Area,1100,Resale,Ready to Move,9.0,12.0,Semi-Furnished,South -West,4514.0,0.77,1210
vesu,3,Super Area,2152,New Property,Ready to Move,5.0,12.0,Unfurnished,North,5200.0,1.11,2152
,3,Super Area,1994,Resale,Ready to Move,5.0,14.0,Unfurnished,South -West,4444.0,0.89,1994
pal,4,Super Area,3250,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,4677.0,1.52,3250
amroli,3,Carpet Area,930,New Property,Ready to Move,,,Unfurnished,East,4100.0,0.68,1023
vesu,3,Super Area,2300,New Property,Ready to Move,4.0,5.0,Unfurnished,South -West,4783.0,1.1,2300
vesu,2,Super Area,1294,Resale,Under Construction,4.0,13.0,Unfurnished,East,5255.0,0.68,1294
vesu,3,Carpet Area,1113,New Property,Ready to Move,8.0,13.0,Unfurnished,East,5185.0,1.05,1224
althan,3,Super Area,1857,New Property,Ready to Move,6.0,12.0,Unfurnished,East,4470.0,0.83,1857
vesu,3,Super Area,2500,New Property,Under Construction,5.0,13.0,Unfurnished,East,5151.0,1.28,2500
dumas road/hazira,3,Super Area,2300,New Property,Under Construction,5.0,14.0,Unfurnished,East,4522.0,1.04,2300
vesu,3,Super Area,2575,New Property,Under Construction,6.0,13.0,Unfurnished,,5400.0,1.39,2575
dindoli,4,Super Area,3150,Resale,Ready to Move,7.0,13.0,Unfurnished,East,4222.0,1.33,3150
pal,3,Super Area,2200,New Property,Under Construction,4.0,13.0,Unfurnished,East,5000.0,1.1,2200
,3,Super Area,1850,Resale,Ready to Move,3.0,12.0,Furnished,East,5027.0,0.93,1850
dumas road/hazira,2,Super Area,1400,New Property,Under Construction,5.0,12.0,Unfurnished,South -West,4500.0,0.63,1400
