location,bhk,areaType,square_feet,transaction,status,floorNum,totalFloor,furnishing,facing,price_per_sqft,price,built_up_area,latitude,longitude
palanpur,3,Super Area,1690,New Property,Under Construction,7.0,14.0,Unfurnished,East,3675.0,0.62,1690,21.2184934,72.7777979
palanpur,3,Carpet Area,1100,Resale,Ready to Move,12.0,15.0,Unfurnished,South -West,3766.0,0.65,1210,21.2184934,72.7777979
palanpur,2,Carpet Area,880,New Property,Under Construction,10.0,21.0,Unfurnished,South -West,7188.0,1.15,968,21.2184934,72.7777979
palanpur,3,Super Area,1825,New Property,Under Construction,5.0,13.0,Unfurnished,East,3852.0,0.7,1825,21.2184934,72.7777979
palanpur,3,Super Area,1847,New Property,Under Construction,8.0,14.0,Unfurnished,East,4293.0,0.79,1847,21.2184934,72.7777979
palanpur,4,Super Area,3339,New Property,Under Construction,12.0,13.0,Unfurnished,South -West,4100.0,1.36,3339,21.2184934,72.7777979
palanpur,3,Super Area,1690,New Property,Under Construction,9.0,14.0,Unfurnished,East,3693.0,0.62,1690,21.2184934,72.7777979
palanpur,3,Carpet Area,950,New Property,Under Construction,3.0,14.0,Unfurnished,East,3651.0,0.63,1045,21.2184934,72.7777979
palanpur,3,Carpet Area,1225,Resale,Ready to Move,5.0,15.0,Unfurnished,South -West,3716.0,0.69,1348,21.2184934,72.7777979
palanpur,3,Super Area,1766,Resale,Ready to Move,5.0,11.0,Semi-Furnished,East,4530.0,0.8,1766,21.2184934,72.7777979
palanpur,3,Super Area,1651,Resale,Under Construction,9.0,14.0,Unfurnished,East,4000.0,0.66,1651,21.2184934,72.7777979
palanpur,3,Super Area,2400,New Property,Under Construction,7.0,13.0,Unfurnished,East,4351.0,1.04,2400,21.2184934,72.7777979
palanpur,3,Super Area,1918,New Property,Under Construction,6.0,13.0,Unfurnished,South -West,3751.0,0.72,1918,21.2184934,72.7777979
palanpur,3,Super Area,2441,New Property,Under Construction,9.0,13.0,Unfurnished,East,4500.0,1.09,2441,21.2184934,72.7777979
palanpur,3,Carpet Area,1152,Resale,Ready to Move,9.0,15.0,Unfurnished,South -West,3772.0,0.7,1267,21.2184934,72.7777979
palanpur,3,Super Area,1725,New Property,Ready to Move,6.0,14.0,Furnished,East,4203.0,0.72,1725,21.2184934,72.7777979
palanpur,3,Super Area,1726,Resale,Ready to Move,8.0,15.0,Unfurnished,East,3700.0,0.64,1726,21.2184934,72.7777979
palanpur,3,Super Area,1725,New Property,Under Construction,7.0,13.0,Unfurnished,East,4291.0,0.74,1725,21.2184934,72.7777979
palanpur,3,Super Area,1657,New Property,Ready to Move,6.0,13.0,Unfurnished,East,3862.0,0.64,1657,21.2184934,72.7777979
palanpur,3,Super Area,1861,New Property,Under Construction,9.0,13.0,Unfurnished,North - West,4294.0,0.8,1861,21.2184934,72.7777979
palanpur,3,Super Area,2111,New Property,Under Construction,5.0,13.0,Unfurnished,East,4251.0,0.9,2111,21.2184934,72.7777979
palanpur,3,Carpet Area,1050,New Property,Ready to Move,4.0,12.0,Unfurnished,East,4000.0,0.73,1155,21.2184934,72.7777979
palanpur,4,Carpet Area,2000,Resale,Ready to Move,5.0,13.0,Unfurnished,South -West,4445.0,1.29,2200,21.2184934,72.7777979
palanpur,3,Super Area,2111,New Property,Under Construction,7.0,13.0,Unfurnished,East,4251.0,0.9,2111,21.2184934,72.7777979
palanpur,3,Carpet Area,1008,Resale,Ready to Move,9.0,13.0,Unfurnished,East,3625.0,0.63,1109,21.2184934,72.7777979
palanpur,3,Super Area,1550,New Property,Under Construction,6.0,14.0,Unfurnished,East,4200.0,0.65,1550,21.2184934,72.7777979
palanpur,3,Carpet Area,974,Resale,Ready to Move,8.0,13.0,Unfurnished,South -West,3664.0,0.65,1071,21.2184934,72.7777979
palanpur,3,Super Area,1726,New Property,Ready to Move,9.0,15.0,Unfurnished,East,3790.0,0.65,1726,21.2184934,72.7777979
palanpur,3,Super Area,1825,New Property,Under Construction,6.0,12.0,Unfurnished,East,3951.0,0.72,1825,21.2184934,72.7777979
palanpur,3,Super Area,1918,New Property,Under Construction,5.0,13.0,Unfurnished,East,3700.0,0.71,1918,21.2184934,72.7777979
palanpur,3,Carpet Area,1550,Resale,Ready to Move,3.0,13.0,Unfurnished,South -West,4527.0,0.99,1705,21.2184934,72.7777979
palanpur,3,Super Area,2200,New Property,Under Construction,5.0,13.0,Unfurnished,East,3700.0,0.81,2200,21.2184934,72.7777979
palanpur,3,Super Area,1550,New Property,Ready to Move,6.0,14.0,Unfurnished,East,4110.0,0.64,1550,21.2184934,72.7777979
palanpur,3,Super Area,2111,New Property,Under Construction,9.0,13.0,Unfurnished,East,4263.0,0.9,2111,21.2184934,72.7777979
palanpur,3,Super Area,1863,New Property,Under Construction,5.0,13.0,Unfurnished,East,4450.0,0.83,1863,21.2184934,72.7777979
palanpur,3,Carpet Area,1100,Resale,Ready to Move,12.0,14.0,Furnished,South -West,4687.0,0.86,1210,21.2184934,72.7777979
palanpur,3,Carpet Area,1100,Resale,Ready to Move,9.0,14.0,Unfurnished,South -West,4100.0,0.76,1210,21.2184934,72.7777979
palanpur,3,Super Area,1825,New Property,Ready to Move,5.0,13.0,Unfurnished,South -West,3850.0,0.7,1825,21.2184934,72.7777979
palanpur,3,Super Area,1725,New Property,Ready to Move,6.0,14.0,Furnished,East,4184.0,0.72,1725,21.2184934,72.7777979
palanpur,3,Super Area,1811,Resale,Under Construction,8.0,13.0,Unfurnished,East,4251.0,0.77,1811,21.2184934,72.7777979
palanpur,3,Super Area,1704,New Property,Under Construction,6.0,14.0,Unfurnished,East,4291.0,0.73,1704,21.2184934,72.7777979
palanpur,3,Carpet Area,1003,New Property,Ready to Move,6.0,13.0,Unfurnished,East,3945.0,0.72,1103,21.2184934,72.7777979
palanpur,3,Carpet Area,980,New Property,Ready to Move,3.0,14.0,Unfurnished,West,3600.0,0.61,1078,21.2184934,72.7777979
palanpur,3,Carpet Area,1100,Resale,Ready to Move,9.0,13.0,Unfurnished,South -West,3723.0,0.65,1210,21.2184934,72.7777979
palanpur,3,Super Area,1825,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,4000.0,0.73,1825,21.2184934,72.7777979
palanpur,3,Super Area,1865,Resale,Under Construction,6.0,10.0,Unfurnished,East,3990.0,0.74,1865,21.2184934,72.7777979
palanpur,3,Super Area,1433,New Property,Ready to Move,5.0,14.0,Unfurnished,East,4231.0,0.61,1433,21.2184934,72.7777979
palanpur,3,Super Area,1550,New Property,Ready to Move,6.0,14.0,Unfurnished,East,3897.0,0.6,1550,21.2184934,72.7777979
palanpur,3,Super Area,1586,New Property,Under Construction,8.0,13.0,Unfurnished,East,3800.0,0.6,1586,21.2184934,72.7777979
palanpur,4,Super Area,2900,Resale,Ready to Move,10.0,11.0,Unfurnished,East,2828.0,0.82,2900,21.2184934,72.7777979
palanpur,3,Carpet Area,1024,Resale,Under Construction,8.0,14.0,Unfurnished,East,4251.0,0.79,1126,21.2184934,72.7777979
palanpur,3,Super Area,1586,New Property,Ready to Move,7.0,14.0,Unfurnished,East,3991.0,0.63,1586,21.2184934,72.7777979
palanpur,3,Super Area,2441,New Property,Ready to Move,5.0,13.0,Unfurnished,East,4465.0,1.09,2441,21.2184934,72.7777979
palanpur,3,Super Area,1726,Resale,Ready to Move,2.0,15.0,Unfurnished,East,3795.0,0.66,1726,21.2184934,72.7777979
palanpur,3,Super Area,1726,New Property,Ready to Move,7.0,14.0,Unfurnished,East,3991.0,0.69,1726,21.2184934,72.7777979
palanpur,3,Super Area,2111,New Property,Under Construction,5.0,12.0,Unfurnished,South -West,4250.0,0.9,2111,21.2184934,72.7777979
palanpur,3,Super Area,1775,Resale,Under Construction,8.0,14.0,Unfurnished,East,3851.0,0.68,1775,21.2184934,72.7777979
palanpur,2,Super Area,1250,Resale,Ready to Move,7.0,13.0,Furnished,East,5200.0,0.65,1250,21.2184934,72.7777979
palanpur,3,Super Area,1741,Resale,Ready to Move,5.0,13.0,Unfurnished,East,3906.0,0.68,1741,21.2184934,72.7777979
palanpur,3,Super Area,1775,New Property,Ready to Move,5.0,13.0,Unfurnished,North - West,3991.0,0.71,1775,21.2184934,72.7777979
palanpur,3,Carpet Area,1008,Resale,Ready to Move,10.0,13.0,Unfurnished,East,3578.0,0.62,1109,21.2184934,72.7777979
palanpur,3,Super Area,1726,New Property,Ready to Move,6.0,14.0,Unfurnished,East,3991.0,0.69,1726,21.2184934,72.7777979
palanpur,3,Super Area,1726,Resale,Ready to Move,3.0,15.0,Unfurnished,North - West,3795.0,0.66,1726,21.2184934,72.7777979
palanpur,3,Super Area,1857,Resale,Ready to Move,4.0,15.0,Unfurnished,North - West,3985.0,0.74,1857,21.2184934,72.7777979
palanpur,3,Super Area,1550,Resale,Ready to Move,8.0,14.0,Unfurnished,East,4140.0,0.64,1550,21.2184934,72.7777979
palanpur,3,Super Area,1857,Resale,Ready to Move,5.0,15.0,Unfurnished,North - West,3985.0,0.74,1857,21.2184934,72.7777979
palanpur,3,Super Area,1725,Resale,Under Construction,8.0,13.0,Unfurnished,East,4165.0,0.72,1725,21.2184934,72.7777979
palanpur,3,Carpet Area,1100,New Property,Under Construction,5.0,12.0,Unfurnished,East,4200.0,0.77,1210,21.2184934,72.7777979
palanpur,3,Super Area,1746,Resale,Ready to Move,8.0,14.0,Unfurnished,East,4151.0,0.72,1746,21.2184934,72.7777979
palanpur,3,Super Area,1726,New Property,Ready to Move,10.0,15.0,Unfurnished,North - West,3795.0,0.66,1726,21.2184934,72.7777979
palanpur,3,Carpet Area,1008,Resale,Ready to Move,11.0,13.0,Unfurnished,East,3625.0,0.63,1109,21.2184934,72.7777979
palanpur,2,Super Area,1371,Resale,Ready to Move,4.0,12.0,Unfurnished,West,5033.0,0.69,1371,21.2184934,72.7777979
palanpur,3,Carpet Area,1008,New Property,Ready to Move,11.0,13.0,Unfurnished,East,3601.0,0.63,1109,21.2184934,72.7777979
palanpur,3,Super Area,2111,New Property,Under Construction,6.0,13.0,Unfurnished,East,4251.0,0.9,2111,21.2184934,72.7777979
palanpur,3,Carpet Area,1060,New Property,Under Construction,5.0,12.0,Unfurnished,East,4000.0,0.73,1166,21.2184934,72.7777979
palanpur,3,Carpet Area,1122,Resale,Under Construction,6.0,14.0,Unfurnished,East,4100.0,0.84,1234,21.2184934,72.7777979
palanpur,3,Super Area,1861,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,4197.0,0.78,1861,21.2184934,72.7777979
palanpur,3,Super Area,1620,New Property,Ready to Move,12.0,14.0,Unfurnished,East,3889.0,0.63,1620,21.2184934,72.7777979
palanpur,3,Super Area,1550,New Property,Ready to Move,7.0,14.0,Unfurnished,East,4194.0,0.65,1550,21.2184934,72.7777979
palanpur,3,Carpet Area,1320,Resale,Under Construction,8.0,14.0,Unfurnished,East,4100.0,0.98,1452,21.2184934,72.7777979
palanpur,3,Carpet Area,1150,New Property,Under Construction,5.0,12.0,Unfurnished,East,3851.0,0.74,1265,21.2184934,72.7777979
palanpur,3,Super Area,1845,New Property,Ready to Move,11.0,14.0,Semi-Furnished,East,4661.0,0.86,1845,21.2184934,72.7777979
palanpur,3,Carpet Area,1006,Resale,Under Construction,6.0,14.0,Unfurnished,East,4050.0,0.74,1107,21.2184934,72.7777979
palanpur,3,Super Area,1811,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,4250.0,0.77,1811,21.2184934,72.7777979
palanpur,3,Super Area,1660,New Property,Ready to Move,8.0,14.0,Unfurnished,North,3795.0,0.63,1660,21.2184934,72.7777979
palanpur,3,Super Area,1726,New Property,Ready to Move,8.0,15.0,Unfurnished,East,3940.0,0.68,1726,21.2184934,72.7777979
palanpur,3,Carpet Area,1070,New Property,Under Construction,5.0,12.0,Unfurnished,East,4211.0,0.75,1177,21.2184934,72.7777979
palanpur,3,Carpet Area,948,Resale,Under Construction,9.0,13.0,Unfurnished,East,3600.0,0.62,1043,21.2184934,72.7777979
palanpur,3,Super Area,1861,New Property,Ready to Move,10.0,14.0,Unfurnished,East,4200.0,0.78,1861,21.2184934,72.7777979
palanpur,3,Carpet Area,904,New Property,Ready to Move,9.0,13.0,Unfurnished,North - East,4860.0,0.8,994,21.2184934,72.7777979
palanpur,3,Carpet Area,1024,Resale,Ready to Move,8.0,14.0,Unfurnished,East,4200.0,0.78,1126,21.2184934,72.7777979
palanpur,2,Carpet Area,759,Resale,Under Construction,8.0,13.0,Unfurnished,East,5430.0,0.75,835,21.2184934,72.7777979
palanpur,3,Carpet Area,1130,New Property,Ready to Move,5.0,12.0,Unfurnished,East,4100.0,0.8,1243,21.2184934,72.7777979
palanpur,3,Carpet Area,966,Resale,Under Construction,7.0,13.0,Unfurnished,East,3736.0,0.66,1063,21.2184934,72.7777979
palanpur,3,Carpet Area,1080,Resale,Ready to Move,6.0,14.0,Unfurnished,East,3766.0,0.74,1188,21.2184934,72.7777979
palanpur,3,Super Area,1955,Resale,Ready to Move,6.0,14.0,Unfurnished,East,3939.0,0.77,1955,21.2184934,72.7777979
palanpur,2,Carpet Area,750,New Property,Ready to Move,6.0,13.0,Unfurnished,North - East,4804.0,0.62,825,21.2184934,72.7777979
palanpur,2,Carpet Area,720,New Property,Ready to Move,11.0,13.0,Unfurnished,North - East,4798.0,0.63,792,21.2184934,72.7777979
palanpur,3,Carpet Area,1000,New Property,Under Construction,5.0,12.0,Unfurnished,East,4100.0,0.68,1100,21.2184934,72.7777979
palanpur,3,Super Area,1918,Resale,Under Construction,7.0,14.0,Unfurnished,East,3851.0,0.74,1918,21.2184934,72.7777979
palanpur,3,Super Area,1757,New Property,Under Construction,7.0,14.0,Unfurnished,South -West,3650.0,0.64,1757,21.2184934,72.7777979
palanpur,3,Carpet Area,1220,New Property,Ready to Move,5.0,12.0,Unfurnished,East,3991.0,0.81,1342,21.2184934,72.7777979
palanpur,3,Carpet Area,1238,New Property,Under Construction,10.0,21.0,Unfurnished,South -West,7200.0,1.62,1362,21.2184934,72.7777979
dindoli,2,Carpet Area,644,New Property,Under Construction,5.0,10.0,Unfurnished,West,2891.0,0.34,708,21.1523213,72.8724865
dindoli,2,Super Area,1275,Resale,Under Construction,5.0,14.0,Unfurnished,East,2863.0,0.36,1275,21.1523213,72.8724865
dindoli,3,Super Area,1511,New Property,Under Construction,5.0,13.0,Unfurnished,North - East,2368.0,0.36,1511,21.1523213,72.8724865
dindoli,1,Carpet Area,546,Resale,Ready to Move,2.0,5.0,Semi-Furnished,East,2597.0,0.22,601,21.1523213,72.8724865
dindoli,2,Carpet Area,688,New Property,Under Construction,7.0,14.0,Unfurnished,East,3600.0,0.45,757,21.1523213,72.8724865
dindoli,3,Super Area,1900,New Property,Under Construction,7.0,14.0,Unfurnished,East,2800.0,0.53,1900,21.1523213,72.8724865
dindoli,2,Carpet Area,1050,Resale,Ready to Move,2.0,12.0,Furnished,East,3477.0,0.36,1155,21.1523213,72.8724865
dindoli,2,Super Area,1120,Resale,Ready to Move,3.0,7.0,Furnished,East,3260.0,0.36,1120,21.1523213,72.8724865
dindoli,2,Carpet Area,710,Resale,Ready to Move,5.0,5.0,Unfurnished,North - West,2667.0,0.3,781,21.1523213,72.8724865
dindoli,2,Carpet Area,1136,Resale,Ready to Move,1.0,1.0,Unfurnished,North - West,2817.0,0.32,1250,21.1523213,72.8724865
dindoli,3,Carpet Area,1550,Resale,Ready to Move,12.0,14.0,Semi-Furnished,West,3517.0,0.55,1705,21.1523213,72.8724865
dindoli,2,Carpet Area,650,New Property,Ready to Move,8.0,14.0,Unfurnished,North - West,3051.0,0.36,715,21.1523213,72.8724865
dindoli,2,Carpet Area,650,Resale,Ready to Move,1.0,5.0,Semi-Furnished,North - West,3846.153846153846,0.25,715,21.1523213,72.8724865
dindoli,1,Super Area,801,Resale,Ready to Move,9.0,11.0,Unfurnished,North - West,1998.0,0.16,801,21.1523213,72.8724865
dindoli,2,Carpet Area,980,Resale,Ready to Move,2.0,7.0,Unfurnished,North - West,2857.142857142858,0.28,1078,21.1523213,72.8724865
dindoli,3,Carpet Area,1100,Resale,Ready to Move,2.0,5.0,Unfurnished,West,2977.0,0.38,1210,21.1523213,72.8724865
dindoli,3,Super Area,1700,Resale,Ready to Move,2.0,3.0,Semi-Furnished,East,3265.0,0.56,1700,21.1523213,72.8724865
dindoli,2,Carpet Area,897,Resale,Ready to Move,2.0,5.0,Furnished,North - West,2564.102564102564,0.23,987,21.1523213,72.8724865
dindoli,2,Super Area,800,Resale,Ready to Move,3.0,5.0,Semi-Furnished,North - West,2300.0,0.18,800,21.1523213,72.8724865
dindoli,2,Carpet Area,1011,Resale,Ready to Move,2.0,7.0,Unfurnished,East,3560.8308605341244,0.36,1112,21.1523213,72.8724865
dindoli,3,Super Area,863,Resale,Ready to Move,5.0,6.0,Furnished,North - West,3013.0,0.26,863,21.1523213,72.8724865
dindoli,1,Super Area,630,Resale,Ready to Move,4.0,5.0,Unfurnished,East,2381.0,0.15,630,21.1523213,72.8724865
dindoli,1,Super Area,801,Resale,Ready to Move,10.0,10.0,Semi-Furnished,North - West,2559.0,0.2,801,21.1523213,72.8724865
dindoli,1,Carpet Area,550,Resale,Ready to Move,4.0,5.0,Unfurnished,North - West,2545.454545454546,0.14,605,21.1523213,72.8724865
dindoli,2,Super Area,1064,New Property,Ready to Move,3.0,5.0,Unfurnished,North - West,3289.0,0.35,1064,21.1523213,72.8724865
dindoli,2,Super Area,1120,Resale,Ready to Move,6.0,11.0,Unfurnished,North - West,2946.0,0.33,1120,21.1523213,72.8724865
dindoli,1,Carpet Area,350,Resale,Ready to Move,1.0,5.0,Unfurnished,North - West,2618.0,0.14,385,21.1523213,72.8724865
dindoli,2,Super Area,951,Resale,Ready to Move,2.0,12.0,Furnished,North - West,2944.0,0.28,951,21.1523213,72.8724865
dindoli,2,Carpet Area,1120,Resale,Ready to Move,5.0,11.0,Furnished,North - West,3125.0,0.35,1232,21.1523213,72.8724865
dindoli,1,Super Area,504,Resale,Ready to Move,2.0,5.0,Semi-Furnished,North - West,3571.0,0.18,504,21.1523213,72.8724865
dindoli,2,Carpet Area,1150,Resale,Ready to Move,3.0,5.0,Unfurnished,South - East,2917.0,0.35,1265,21.1523213,72.8724865
dindoli,2,Carpet Area,1050,Resale,Ready to Move,8.0,9.0,Furnished,East,4234.0,0.29,1155,21.1523213,72.8724865
dindoli,1,Super Area,350,Resale,Ready to Move,4.0,4.0,Unfurnished,North - West,2857.0,0.1,350,21.1523213,72.8724865
dindoli,1,Super Area,600,Resale,Ready to Move,5.0,5.0,Unfurnished,North - West,6000.0,0.36,600,21.1523213,72.8724865
dindoli,2,Super Area,1225,Resale,Ready to Move,1.0,5.0,Unfurnished,North - West,2938.775510204081,0.36,1225,21.1523213,72.8724865
dindoli,1,Super Area,600,Resale,Ready to Move,4.0,6.0,Semi-Furnished,North - West,6000.0,0.36,600,21.1523213,72.8724865
dindoli,2,Super Area,1180,Resale,Ready to Move,4.0,6.0,Unfurnished,North - West,3050.8474576271187,0.36,1180,21.1523213,72.8724865
dindoli,1,Carpet Area,645,New Property,Ready to Move,14.0,14.0,Unfurnished,West,5581.395348837209,0.36,710,21.1523213,72.8724865
dindoli,1,Super Area,740,Resale,Ready to Move,3.0,5.0,Unfurnished,North - West,4864.864864864865,0.36,740,21.1523213,72.8724865
dindoli,2,Carpet Area,1160,Resale,Ready to Move,1.0,5.0,Unfurnished,North - West,3103.448275862069,0.36,1276,21.1523213,72.8724865
dindoli,3,Carpet Area,760,New Property,Under Construction,8.0,10.0,Unfurnished,West,2878.0,0.4,836,21.1523213,72.8724865
dindoli,3,Super Area,1735,Resale,Under Construction,7.0,14.0,Unfurnished,East,2854.0,0.49,1735,21.1523213,72.8724865
dindoli,1,Super Area,810,New Property,Under Construction,4.0,7.0,Unfurnished,North - East,2444.0,0.2,810,21.1523213,72.8724865
dindoli,1,Carpet Area,550,Resale,Ready to Move,4.0,5.0,Unfurnished,East,2638.0,0.14,605,21.1523213,72.8724865
dindoli,2,Carpet Area,659,New Property,Ready to Move,8.0,8.0,Unfurnished,East,2641.0,0.3,725,21.1523213,72.8724865
dindoli,2,Super Area,1170,New Property,Under Construction,4.0,11.0,Unfurnished,East,2691.0,0.32,1170,21.1523213,72.8724865
dindoli,2,Super Area,1445,Resale,Ready to Move,14.0,14.0,Unfurnished,East,3599.0,0.52,1445,21.1523213,72.8724865
dindoli,2,Carpet Area,688,New Property,Ready to Move,8.0,8.0,Unfurnished,East,2700.0,0.32,757,21.1523213,72.8724865
dindoli,3,Super Area,1381,New Property,Under Construction,7.0,11.0,Unfurnished,North - East,2691.0,0.37,1381,21.1523213,72.8724865
dindoli,3,Super Area,1500,Resale,Ready to Move,8.0,14.0,Unfurnished,East,3667.0,0.55,1500,21.1523213,72.8724865
dindoli,2,Carpet Area,624,New Property,Ready to Move,8.0,8.0,Unfurnished,North - East,2676.0,0.3,686,21.1523213,72.8724865
dindoli,3,Super Area,1472,New Property,Under Construction,7.0,13.0,Unfurnished,East,2497.0,0.37,1472,21.1523213,72.8724865
dindoli,2,Super Area,1445,New Property,Under Construction,7.0,14.0,Unfurnished,East,3500.0,0.51,1445,21.1523213,72.8724865
dindoli,2,Carpet Area,600,New Property,Ready to Move,8.0,8.0,Unfurnished,North - East,2674.0,0.29,660,21.1523213,72.8724865
dindoli,2,Super Area,1145,New Property,Under Construction,3.0,7.0,Unfurnished,North - East,2620.0,0.3,1145,21.1523213,72.8724865
dindoli,2,Carpet Area,725,New Property,Under Construction,7.0,14.0,Unfurnished,South -West,3500.0,0.46,798,21.1523213,72.8724865
dindoli,2,Carpet Area,624,New Property,Ready to Move,8.0,8.0,Unfurnished,East,2659.0,0.3,686,21.1523213,72.8724865
dindoli,3,Super Area,1645,New Property,Under Construction,5.0,11.0,Unfurnished,North - East,2650.0,0.44,1645,21.1523213,72.8724865
dindoli,2,Carpet Area,723,New Property,Ready to Move,7.0,13.0,Unfurnished,South - East,3451.0,0.44,795,21.1523213,72.8724865
dindoli,2,Carpet Area,585,New Property,Ready to Move,1.0,8.0,Unfurnished,West,2634.0,0.28,644,21.1523213,72.8724865
dindoli,2,Carpet Area,670,New Property,Ready to Move,8.0,8.0,Unfurnished,East,2677.0,0.31,737,21.1523213,72.8724865
dindoli,1,Super Area,719,New Property,Under Construction,3.0,7.0,Unfurnished,North - East,2282.0,0.16,719,21.1523213,72.8724865
dindoli,2,Carpet Area,667,New Property,Ready to Move,8.0,8.0,Unfurnished,North - West,2678.0,0.31,734,21.1523213,72.8724865
dindoli,2,Super Area,1143,New Property,Ready to Move,5.0,10.0,Unfurnished,North - East,2582.0,0.29,1143,21.1523213,72.8724865
dindoli,2,Carpet Area,624,New Property,Ready to Move,6.0,10.0,Unfurnished,East,2599.0,0.29,686,21.1523213,72.8724865
dindoli,2,Super Area,881,New Property,Ready to Move,5.0,7.0,Unfurnished,East,2480.0,0.22,881,21.1523213,72.8724865
dindoli,2,Carpet Area,644,New Property,Ready to Move,3.0,10.0,Unfurnished,East,2799.0,0.33,708,21.1523213,72.8724865
dindoli,1,Super Area,682,New Property,Ready to Move,4.0,8.0,Unfurnished,North - East,2317.0,0.16,682,21.1523213,72.8724865
dindoli,2,Carpet Area,616,New Property,Ready to Move,4.0,10.0,Unfurnished,West,2777.0,0.31,678,21.1523213,72.8724865
dindoli,1,Super Area,778,New Property,Ready to Move,4.0,7.0,Unfurnished,East,2400.0,0.19,778,21.1523213,72.8724865
dindoli,2,Carpet Area,650,New Property,Ready to Move,2.0,10.0,Unfurnished,West,2805.0,0.33,715,21.1523213,72.8724865
dindoli,2,Super Area,888,New Property,Ready to Move,4.0,10.0,Unfurnished,East,2551.0,0.23,888,21.1523213,72.8724865
dindoli,2,Carpet Area,626,New Property,Ready to Move,6.0,10.0,Unfurnished,West,2733.0,0.31,689,21.1523213,72.8724865
dindoli,3,Super Area,1283,New Property,Ready to Move,5.0,10.0,Unfurnished,North,2550.0,0.33,1283,21.1523213,72.8724865
dindoli,1,Carpet Area,434,New Property,Ready to Move,8.0,8.0,Unfurnished,West,2692.0,0.2,477,21.1523213,72.8724865
dindoli,2,Super Area,1070,New Property,Ready to Move,5.0,13.0,Unfurnished,East,2617.0,0.28,1070,21.1523213,72.8724865
dindoli,1,Carpet Area,434,New Property,Ready to Move,8.0,8.0,Unfurnished,East,2692.0,0.2,477,21.1523213,72.8724865
dindoli,3,Super Area,1441,New Property,Ready to Move,3.0,11.0,Unfurnished,East,2601.0,0.38,1441,21.1523213,72.8724865
dindoli,3,Carpet Area,793,New Property,Ready to Move,4.0,10.0,Unfurnished,East,2776.0,0.4,872,21.1523213,72.8724865
dindoli,2,Super Area,1143,New Property,Ready to Move,3.0,11.0,Unfurnished,East,2261.0,0.26,1143,21.1523213,72.8724865
dindoli,2,Carpet Area,627,New Property,Ready to Move,8.0,8.0,Unfurnished,West,2682.0,0.29,690,21.1523213,72.8724865
dindoli,2,Super Area,1045,Resale,Ready to Move,7.0,8.0,Furnished,North - East,3254.0,0.34,1045,21.1523213,72.8724865
dindoli,1,Carpet Area,428,New Property,Ready to Move,8.0,8.0,Unfurnished,South,2695.0,0.2,471,21.1523213,72.8724865
dindoli,2,Super Area,1142,New Property,Ready to Move,7.0,13.0,Unfurnished,North - East,2651.0,0.3,1142,21.1523213,72.8724865
dindoli,3,Carpet Area,850,New Property,Ready to Move,2.0,8.0,Unfurnished,East,2696.0,0.4,935,21.1523213,72.8724865
dindoli,3,Super Area,1400,New Property,Ready to Move,8.0,13.0,Unfurnished,North - East,2651.0,0.37,1400,21.1523213,72.8724865
dindoli,2,Carpet Area,659,New Property,Ready to Move,8.0,8.0,Unfurnished,West,2676.0,0.3,725,21.1523213,72.8724865
dindoli,2,Carpet Area,570,New Property,Ready to Move,8.0,8.0,Unfurnished,East,2689.0,0.26,627,21.1523213,72.8724865
dindoli,2,Carpet Area,571,New Property,Ready to Move,8.0,8.0,Unfurnished,East,2688.0,0.26,628,21.1523213,72.8724865
dindoli,2,Super Area,1045,Resale,Ready to Move,7.0,8.0,Furnished,North - East,3349.0,0.35,1045,21.1523213,72.8724865
dindoli,3,Carpet Area,766,New Property,Ready to Move,8.0,8.0,Unfurnished,East,2692.0,0.35,843,21.1523213,72.8724865
dindoli,2,Carpet Area,582,New Property,Ready to Move,2.0,10.0,Unfurnished,West,2891.0,0.31,640,21.1523213,72.8724865
dindoli,2,Carpet Area,600,New Property,Ready to Move,4.0,10.0,Unfurnished,East,2896.0,0.32,660,21.1523213,72.8724865
dindoli,2,Carpet Area,651,New Property,Ready to Move,2.0,10.0,Unfurnished,West,2597.0,0.31,716,21.1523213,72.8724865
dindoli,2,Carpet Area,651,New Property,Ready to Move,8.0,10.0,Unfurnished,East,2620.0,0.31,716,21.1523213,72.8724865
dindoli,2,Carpet Area,685,New Property,Ready to Move,5.0,10.0,Unfurnished,East,2595.0,0.32,754,21.1523213,72.8724865
dindoli,3,Carpet Area,706,New Property,Ready to Move,8.0,10.0,Unfurnished,East,2740.0,0.35,777,21.1523213,72.8724865
dindoli,2,Carpet Area,572,New Property,Ready to Move,9.0,10.0,Unfurnished,West,3206.0,0.29,629,21.1523213,72.8724865
dindoli,2,Carpet Area,491,New Property,Ready to Move,3.0,10.0,Unfurnished,West,2729.0,0.24,540,21.1523213,72.8724865
dindoli,3,Carpet Area,706,New Property,Ready to Move,3.0,10.0,Unfurnished,East,2662.0,0.34,777,21.1523213,72.8724865
dindoli,2,Carpet Area,545,New Property,Ready to Move,3.0,10.0,Unfurnished,East,2727.0,0.27,600,21.1523213,72.8724865
dindoli,2,Carpet Area,540,New Property,Ready to Move,2.0,10.0,Unfurnished,East,2704.0,0.27,594,21.1523213,72.8724865
