location,bhk,areaType,square_feet,transaction,status,floorNum,totalFloor,furnishing,facing,price_per_sqft,price,built_up_area,latitude,longitude
althan,2,Super Area,1391,New Property,Ready to Move,14.0,14.0,Unfurnished,West,4300.0,0.6,1391,21.1468732,72.8089552
althan,2,Carpet Area,685,New Property,Under Construction,5.0,13.0,Unfurnished,North,3707.0,0.46,754,21.1468732,72.8089552
althan,2,Super Area,1252,Resale,Ready to Move,5.0,14.0,Unfurnished,East,4073.0,0.51,1252,21.1468732,72.8089552
althan,2,Carpet Area,701,New Property,Ready to Move,5.0,12.0,Unfurnished,North - East,4070.0,0.52,771,21.1468732,72.8089552
althan,2,Super Area,1270,Resale,Ready to Move,14.0,14.0,Unfurnished,East,4500.0,0.57,1270,21.1468732,72.8089552
althan,2,Super Area,1252,New Property,Ready to Move,11.0,15.0,Unfurnished,East,4153.0,0.52,1252,21.1468732,72.8089552
althan,2,Super Area,1280,New Property,Under Construction,6.0,12.0,Unfurnished,East,3977.0,0.51,1280,21.1468732,72.8089552
althan,2,Carpet Area,702,New Property,Under Construction,5.0,14.0,Unfurnished,North - West,12535.612535612536,0.88,772,21.1468732,72.8089552
althan,2,Super Area,1274,New Property,Ready to Move,5.0,12.0,Unfurnished,East,4062.0,0.52,1274,21.1468732,72.8089552
althan,2,Carpet Area,720,Resale,Ready to Move,8.0,13.0,Furnished,North - East,4429.0,0.55,792,21.1468732,72.8089552
althan,2,Super Area,1168,New Property,Ready to Move,5.0,14.0,Unfurnished,East,4000.0,0.47,1168,21.1468732,72.8089552
althan,2,Super Area,1275,New Property,Ready to Move,4.0,13.0,Unfurnished,South - East,4000.0,0.51,1275,21.1468732,72.8089552
althan,2,Super Area,1275,New Property,Under Construction,7.0,12.0,Unfurnished,East,4051.0,0.52,1275,21.1468732,72.8089552
althan,2,Carpet Area,713,Resale,Ready to Move,4.0,15.0,Unfurnished,North - East,3498.0,0.44,784,21.1468732,72.8089552
althan,2,Carpet Area,640,New Property,Ready to Move,5.0,12.0,Unfurnished,East,3985.0,0.44,704,21.1468732,72.8089552
althan,2,Super Area,1250,New Property,Ready to Move,7.0,12.0,Semi-Furnished,East,4400.0,0.55,1250,21.1468732,72.8089552
althan,2,Super Area,1276,New Property,Ready to Move,5.0,12.0,Unfurnished,East,4052.0,0.52,1276,21.1468732,72.8089552
althan,2,Carpet Area,644,New Property,Ready to Move,9.0,19.0,Unfurnished,North - East,4953.0,0.58,708,21.1468732,72.8089552
althan,2,Super Area,1241,New Property,Under Construction,7.0,12.0,Unfurnished,East,3626.0,0.45,1241,21.1468732,72.8089552
althan,2,Carpet Area,1200,Resale,Ready to Move,13.0,19.0,Unfurnished,East,5115.0,0.6,1320,21.1468732,72.8089552
althan,2,Carpet Area,666,Resale,Ready to Move,7.0,13.0,Unfurnished,North - East,4628.0,0.56,733,21.1468732,72.8089552
althan,3,Super Area,1690,New Property,Under Construction,6.0,13.0,Unfurnished,East,3550.0,0.6,1690,21.1468732,72.8089552
althan,2,Carpet Area,840,Resale,Ready to Move,3.0,13.0,Furnished,North - East,4249.0,0.58,924,21.1468732,72.8089552
althan,2,Super Area,1173,New Property,Under Construction,7.0,13.0,Unfurnished,East,5091.0,0.6,1173,21.1468732,72.8089552
althan,2,Super Area,1248,New Property,Under Construction,9.0,14.0,Unfurnished,South -West,4006.0,0.5,1248,21.1468732,72.8089552
althan,2,Super Area,1241,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,3651.0,0.45,1241,21.1468732,72.8089552
althan,2,Carpet Area,700,New Property,Ready to Move,3.0,11.0,Furnished,East,2976.0,0.35,770,21.1468732,72.8089552
althan,2,Super Area,1250,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,3561.0,0.45,1250,21.1468732,72.8089552
althan,2,Super Area,1275,New Property,Under Construction,5.0,13.0,Unfurnished,East,3843.0,0.49,1275,21.1468732,72.8089552
althan,2,Carpet Area,750,Resale,Ready to Move,11.0,13.0,Unfurnished,North - East,4480.0,0.56,825,21.1468732,72.8089552
althan,2,Carpet Area,804,Resale,Ready to Move,11.0,13.0,Unfurnished,North - East,4179.0,0.56,884,21.1468732,72.8089552
althan,2,Carpet Area,730,New Property,Ready to Move,5.0,12.0,Furnished,East,3651.0,0.46,803,21.1468732,72.8089552
althan,2,Carpet Area,765,New Property,Under Construction,5.0,12.0,Unfurnished,East,4051.0,0.52,842,21.1468732,72.8089552
althan,2,Carpet Area,645,New Property,Ready to Move,5.0,12.0,Unfurnished,East,5091.0,0.6,710,21.1468732,72.8089552
althan,2,Carpet Area,650,New Property,Under Construction,5.0,12.0,Unfurnished,East,3877.0,0.43,715,21.1468732,72.8089552
althan,2,Carpet Area,760,Resale,Ready to Move,7.0,14.0,Semi-Furnished,North - West,4887.0,0.65,836,21.1468732,72.8089552
althan,2,Super Area,1210,Resale,Ready to Move,11.0,14.0,Furnished,East,5785.0,0.7,1210,21.1468732,72.8089552
althan,3,Carpet Area,1205,Resale,Ready to Move,11.0,11.0,Unfurnished,West,4052.0,0.75,1326,21.1468732,72.8089552
althan,3,Super Area,2100,Resale,Ready to Move,10.0,12.0,Furnished,East,4714.0,0.99,2100,21.1468732,72.8089552
althan,3,Carpet Area,1200,Resale,Ready to Move,8.0,11.0,Furnished,West,6027.0,1.2,1320,21.1468732,72.8089552
althan,3,Carpet Area,1280,Resale,Ready to Move,17.0,20.0,Unfurnished,North - East,5381.0,1.25,1408,21.1468732,72.8089552
althan,3,Carpet Area,1020,New Property,Under Construction,9.0,14.0,Unfurnished,East,3749.0,0.69,1122,21.1468732,72.8089552
althan,3,Super Area,1805,Resale,Ready to Move,13.0,15.0,Unfurnished,East,4598.0,0.83,1805,21.1468732,72.8089552
althan,3,Super Area,1805,Resale,Ready to Move,7.0,13.0,Unfurnished,East,4321.0,0.78,1805,21.1468732,72.8089552
althan,3,Carpet Area,900,Resale,Ready to Move,3.0,4.0,Furnished,North - West,4944.0,0.7,990,21.1468732,72.8089552
althan,3,Super Area,1851,Resale,Ready to Move,9.0,11.0,Furnished,North - West,4592.0,0.85,1851,21.1468732,72.8089552
althan,2,Super Area,1210,Resale,Ready to Move,11.0,13.0,Furnished,North - West,6198.0,0.75,1210,21.1468732,72.8089552
althan,3,Super Area,2085,Resale,Ready to Move,10.0,14.0,Furnished,North - West,5372.0,1.12,2085,21.1468732,72.8089552
althan,3,Super Area,1650,Resale,Ready to Move,1.0,6.0,Furnished,North - West,4242.0,0.7,1650,21.1468732,72.8089552
althan,3,Super Area,2113,Resale,Ready to Move,10.0,14.0,Unfurnished,North - West,5206.0,1.1,2113,21.1468732,72.8089552
althan,2,Carpet Area,1191,Resale,Ready to Move,8.0,13.0,Furnished,North - West,6297.0,0.75,1310,21.1468732,72.8089552
althan,3,Carpet Area,1184,Resale,Ready to Move,3.0,13.0,Semi-Furnished,North - West,5489.864864864865,0.65,1302,21.1468732,72.8089552
althan,3,Super Area,1927,Resale,Ready to Move,1.0,14.0,Furnished,North - West,5708.0,1.1,1927,21.1468732,72.8089552
althan,3,Super Area,1674,Resale,Ready to Move,5.0,9.0,Furnished,North - West,4301.0,0.72,1674,21.1468732,72.8089552
althan,4,Super Area,3500,Resale,Ready to Move,7.0,8.0,Furnished,North - West,3371.0,1.18,3500,21.1468732,72.8089552
althan,3,Super Area,1740,Resale,Ready to Move,6.0,11.0,Furnished,North - West,4885.0,0.85,1740,21.1468732,72.8089552
althan,3,Carpet Area,1000,Resale,Ready to Move,6.0,13.0,Semi-Furnished,South -West,4361.0,0.72,1100,21.1468732,72.8089552
althan,3,Carpet Area,822,Resale,Ready to Move,0.0,4.0,Furnished,West,5474.0,0.75,904,21.1468732,72.8089552
althan,3,Super Area,1994,Resale,Ready to Move,13.0,14.0,Unfurnished,North - West,4714.0,0.94,1994,21.1468732,72.8089552
althan,3,Super Area,2200,Resale,Ready to Move,10.0,11.0,Semi-Furnished,North - West,5000.0,1.1,2200,21.1468732,72.8089552
althan,3,Super Area,1773,Resale,Ready to Move,5.0,14.0,Unfurnished,North - West,4343.0,0.77,1773,21.1468732,72.8089552
althan,3,Super Area,1420,Resale,Ready to Move,3.0,4.0,Furnished,North - West,5282.0,0.75,1420,21.1468732,72.8089552
althan,2,Carpet Area,1375,Resale,Ready to Move,11.0,12.0,Furnished,East,4509.0,0.62,1513,21.1468732,72.8089552
althan,4,Carpet Area,1374,Resale,Ready to Move,4.0,5.0,Semi-Furnished,South,4106.0,0.85,1511,21.1468732,72.8089552
althan,3,Carpet Area,1200,Resale,Ready to Move,5.0,5.0,Furnished,North - East,4848.0,0.8,1320,21.1468732,72.8089552
althan,3,Super Area,2100,Resale,Ready to Move,9.0,12.0,Unfurnished,South -West,4571.0,0.96,2100,21.1468732,72.8089552
althan,3,Super Area,1773,New Property,Ready to Move,8.0,14.0,Unfurnished,East,4250.0,0.75,1773,21.1468732,72.8089552
althan,2,Super Area,1391,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,4673.0,0.65,1391,21.1468732,72.8089552
althan,3,Carpet Area,2250,Resale,Under Construction,5.0,13.0,Unfurnished,East,9583.0,1.15,2475,21.1468732,72.8089552
althan,3,Super Area,1715,New Property,Under Construction,9.0,13.0,Unfurnished,East,4781.0,0.82,1715,21.1468732,72.8089552
althan,2,Super Area,1350,Resale,Ready to Move,8.0,11.0,Furnished,South -West,4593.0,0.62,1350,21.1468732,72.8089552
althan,4,Carpet Area,2790,Resale,Under Construction,9.0,13.0,Unfurnished,East,11155.0,1.4,3069,21.1468732,72.8089552
althan,3,Super Area,1757,New Property,Under Construction,5.0,13.0,Unfurnished,East,3851.0,0.68,1757,21.1468732,72.8089552
althan,3,Super Area,1965,Resale,Ready to Move,5.0,13.0,Unfurnished,South -West,4776.0,0.94,1965,21.1468732,72.8089552
althan,3,Super Area,1958,New Property,Ready to Move,1.0,13.0,Unfurnished,East,4541.0,0.89,1958,21.1468732,72.8089552
althan,2,Super Area,1851,Resale,Ready to Move,12.0,12.0,Furnished,East,3836.0,0.71,1851,21.1468732,72.8089552
althan,3,Carpet Area,1048,Resale,Ready to Move,3.0,13.0,Unfurnished,East,4611.0,0.86,1153,21.1468732,72.8089552
althan,3,Super Area,1715,New Property,Under Construction,5.0,13.0,Unfurnished,East,4898.0,0.84,1715,21.1468732,72.8089552
althan,3,Super Area,1856,New Property,Ready to Move,7.0,13.0,Unfurnished,South -West,4555.0,0.85,1856,21.1468732,72.8089552
althan,3,Super Area,1650,Resale,Ready to Move,1.0,5.0,Furnished,East,4242.0,0.7,1650,21.1468732,72.8089552
althan,3,Carpet Area,1000,Resale,Under Construction,8.0,13.0,Unfurnished,East,4898.0,0.84,1100,21.1468732,72.8089552
althan,3,Super Area,1994,New Property,Ready to Move,10.0,14.0,Unfurnished,East,4554.0,0.91,1994,21.1468732,72.8089552
althan,3,Super Area,1725,New Property,Ready to Move,11.0,13.0,Furnished,South - East,5507.0,0.95,1725,21.1468732,72.8089552
althan,3,Carpet Area,890,New Property,Ready to Move,0.0,13.0,Unfurnished,East,4000.0,0.65,979,21.1468732,72.8089552
althan,3,Carpet Area,1250,Resale,Ready to Move,11.0,12.0,Unfurnished,East,4869.0,0.95,1375,21.1468732,72.8089552
althan,3,Carpet Area,943,Resale,Under Construction,6.0,13.0,Unfurnished,East,4898.0,0.84,1037,21.1468732,72.8089552
althan,3,Super Area,1859,New Property,Ready to Move,12.0,14.0,Unfurnished,East,4554.0,0.85,1859,21.1468732,72.8089552
althan,2,Super Area,1270,New Property,Ready to Move,7.0,12.0,Furnished,East,5118.0,0.65,1270,21.1468732,72.8089552
althan,3,Carpet Area,1750,Resale,Ready to Move,10.0,12.0,Furnished,East,5714.285714285715,1.0,1925,21.1468732,72.8089552
althan,3,Super Area,1884,New Property,Ready to Move,6.0,12.0,Unfurnished,East,4512.0,0.85,1884,21.1468732,72.8089552
althan,3,Super Area,2241,New Property,Under Construction,9.0,14.0,Unfurnished,East,4641.0,1.04,2241,21.1468732,72.8089552
althan,4,Super Area,2920,New Property,Under Construction,1.0,10.0,Unfurnished,East,5034.0,1.47,2920,21.1468732,72.8089552
althan,3,Super Area,2113,New Property,Ready to Move,13.0,14.0,Unfurnished,North,4851.0,1.02,2113,21.1468732,72.8089552
althan,3,Super Area,1915,New Property,Ready to Move,6.0,12.0,Unfurnished,East,5117.0,0.98,1915,21.1468732,72.8089552
althan,3,Super Area,2550,New Property,Under Construction,1.0,10.0,Unfurnished,East,5020.0,1.28,2550,21.1468732,72.8089552
althan,3,Super Area,1975,Resale,Ready to Move,8.0,12.0,Unfurnished,East,4500.0,0.89,1975,21.1468732,72.8089552
althan,3,Super Area,1865,New Property,Under Construction,8.0,13.0,Unfurnished,East,4863.0,0.91,1865,21.1468732,72.8089552
althan,3,Super Area,1857,New Property,Ready to Move,6.0,12.0,Unfurnished,East,4470.0,0.83,1857,21.1468732,72.8089552
althan,3,Carpet Area,1237,New Property,Under Construction,9.0,10.0,Unfurnished,East,5151.0,1.15,1361,21.1468732,72.8089552
althan,3,Super Area,2323,Resale,Ready to Move,18.0,19.0,Unfurnished,South - East,5209.0,1.21,2323,21.1468732,72.8089552
althan,3,Super Area,1811,New Property,Ready to Move,6.0,12.0,Unfurnished,South - East,3644.0,0.66,1811,21.1468732,72.8089552
althan,3,Super Area,1757,New Property,Under Construction,6.0,13.0,Unfurnished,East,3682.0,0.65,1757,21.1468732,72.8089552
althan,3,Carpet Area,1160,New Property,Under Construction,5.0,12.0,Unfurnished,East,4545.0,0.91,1276,21.1468732,72.8089552
althan,3,Super Area,1761,New Property,Ready to Move,6.0,12.0,Unfurnished,South - East,3634.0,0.64,1761,21.1468732,72.8089552
althan,4,Super Area,2720,New Property,Ready to Move,9.0,14.0,Unfurnished,South - East,4669.0,1.27,2720,21.1468732,72.8089552
althan,3,Carpet Area,1000,New Property,Under Construction,9.0,12.0,Unfurnished,East,4436.0,0.86,1100,21.1468732,72.8089552
althan,3,Super Area,1805,New Property,Ready to Move,9.0,12.0,Unfurnished,East,4211.0,0.76,1805,21.1468732,72.8089552
althan,3,Super Area,1715,New Property,Ready to Move,2.0,13.0,Unfurnished,East,4665.0,0.8,1715,21.1468732,72.8089552
althan,2,Super Area,1616,New Property,Ready to Move,5.0,13.0,Unfurnished,South -West,4000.0,0.65,1616,21.1468732,72.8089552
althan,3,Super Area,1773,New Property,Under Construction,9.0,12.0,Unfurnished,East,4351.0,0.77,1773,21.1468732,72.8089552
althan,2,Super Area,1180,Resale,Ready to Move,5.0,13.0,Furnished,North - West,5508.0,0.65,1180,21.1468732,72.8089552
althan,3,Carpet Area,902,Resale,Ready to Move,8.0,13.0,Unfurnished,North - East,5183.0,0.85,992,21.1468732,72.8089552
althan,3,Super Area,1777,Resale,Under Construction,13.0,14.0,Unfurnished,East,4240.0,0.75,1777,21.1468732,72.8089552
althan,3,Super Area,2346,New Property,Ready to Move,10.0,19.0,Unfurnished,East,4591.0,1.07,2346,21.1468732,72.8089552
althan,3,Carpet Area,944,New Property,Ready to Move,8.0,13.0,Unfurnished,North - East,4898.0,0.84,1038,21.1468732,72.8089552
althan,4,Super Area,2720,New Property,Ready to Move,7.0,14.0,Unfurnished,North,4770.0,1.29,2720,21.1468732,72.8089552
althan,3,Super Area,1616,New Property,Ready to Move,5.0,14.0,Unfurnished,South -West,4000.0,0.65,1616,21.1468732,72.8089552
althan,3,Super Area,1861,New Property,Under Construction,8.0,12.0,Unfurnished,East,4451.0,0.83,1861,21.1468732,72.8089552
althan,4,Super Area,2800,New Property,Under Construction,8.0,12.0,Unfurnished,East,4851.0,1.35,2800,21.1468732,72.8089552
althan,4,Super Area,2370,New Property,Ready to Move,10.0,13.0,Unfurnished,West,4500.0,1.06,2370,21.1468732,72.8089552
althan,3,Carpet Area,1500,New Property,Ready to Move,8.0,19.0,Unfurnished,East,5968.0,1.4,1650,21.1468732,72.8089552
althan,3,Carpet Area,1233,New Property,Ready to Move,6.0,14.0,Unfurnished,North - East,4998.0,1.12,1356,21.1468732,72.8089552
althan,3,Super Area,1995,New Property,Ready to Move,1.0,14.0,Furnished,West,5764.0,1.15,1995,21.1468732,72.8089552
althan,3,Super Area,1865,Resale,Ready to Move,5.0,13.0,Unfurnished,East,4611.0,0.86,1865,21.1468732,72.8089552
althan,3,Super Area,1715,New Property,Ready to Move,2.0,13.0,Unfurnished,East,4781.0,0.82,1715,21.1468732,72.8089552
althan,3,Super Area,1690,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,3561.0,0.6,1690,21.1468732,72.8089552
althan,3,Super Area,1773,New Property,Ready to Move,8.0,12.0,Unfurnished,East,4372.0,0.78,1773,21.1468732,72.8089552
althan,3,Carpet Area,1278,Resale,Ready to Move,18.0,19.0,Unfurnished,West,5252.0,1.22,1406,21.1468732,72.8089552
althan,3,Carpet Area,1045,New Property,Under Construction,7.0,13.0,Unfurnished,North - East,4500.0,0.85,1150,21.1468732,72.8089552
althan,3,Super Area,1851,New Property,Under Construction,8.0,12.0,Unfurnished,East,4600.0,0.85,1851,21.1468732,72.8089552
althan,3,Super Area,2325,New Property,Under Construction,6.0,12.0,Unfurnished,East,5995.0,1.39,2325,21.1468732,72.8089552
althan,3,Super Area,1550,Resale,Ready to Move,8.0,11.0,Unfurnished,East,4000.0,0.62,1550,21.1468732,72.8089552
althan,4,Super Area,2800,New Property,Under Construction,8.0,13.0,Unfurnished,East,5000.0,1.4,2800,21.1468732,72.8089552
althan,3,Super Area,2323,New Property,Ready to Move,5.0,19.0,Unfurnished,East,5811.0,1.35,2323,21.1468732,72.8089552
althan,3,Super Area,1806,New Property,Under Construction,7.0,13.0,Unfurnished,East,4800.0,0.87,1806,21.1468732,72.8089552
althan,3,Super Area,1803,New Property,Under Construction,6.0,13.0,Unfurnished,East,4551.0,0.82,1803,21.1468732,72.8089552
althan,3,Carpet Area,1017,Resale,Ready to Move,12.0,13.0,Unfurnished,North - East,4973.0,0.92,1119,21.1468732,72.8089552
althan,3,Super Area,2346,New Property,Under Construction,4.0,13.0,Unfurnished,East,5091.0,1.19,2346,21.1468732,72.8089552
althan,3,Carpet Area,943,New Property,Under Construction,3.0,13.0,Unfurnished,East,4897.0,0.84,1037,21.1468732,72.8089552
althan,4,Super Area,2370,Resale,Ready to Move,1.0,13.0,Unfurnished,West,4500.0,1.06,2370,21.1468732,72.8089552
althan,3,Super Area,2155,New Property,Under Construction,4.0,13.0,Unfurnished,East,4851.0,1.04,2155,21.1468732,72.8089552
althan,3,Super Area,1906,Resale,Ready to Move,4.0,14.0,Unfurnished,East,4984.0,0.95,1906,21.1468732,72.8089552
althan,3,Super Area,1806,New Property,Under Construction,4.0,13.0,Unfurnished,East,4800.0,0.87,1806,21.1468732,72.8089552
althan,3,Carpet Area,1265,New Property,Under Construction,5.0,14.0,Unfurnished,North - West,4565.0,1.05,1392,21.1468732,72.8089552
althan,2,Super Area,1210,Resale,Ready to Move,2.0,14.0,Furnished,South -West,6033.0,0.73,1210,21.1468732,72.8089552
althan,4,Super Area,2790,New Property,Under Construction,7.0,13.0,Unfurnished,East,4851.0,1.35,2790,21.1468732,72.8089552
althan,3,Super Area,1850,New Property,Ready to Move,7.0,12.0,Unfurnished,East,4200.0,0.78,1850,21.1468732,72.8089552
althan,3,Super Area,2323,New Property,Ready to Move,7.0,14.0,Unfurnished,West,5500.0,1.27,2323,21.1468732,72.8089552
althan,3,Super Area,1850,Resale,Ready to Move,3.0,14.0,Unfurnished,East,5000.0,0.93,1850,21.1468732,72.8089552
althan,3,Super Area,1729,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,4000.0,0.69,1729,21.1468732,72.8089552
althan,3,Super Area,1715,New Property,Under Construction,7.0,12.0,Unfurnished,East,4898.0,0.84,1715,21.1468732,72.8089552
althan,3,Super Area,1815,New Property,Ready to Move,5.0,12.0,Unfurnished,East,4793.0,0.87,1815,21.1468732,72.8089552
althan,3,Super Area,1803,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,4390.0,0.79,1803,21.1468732,72.8089552
althan,3,Carpet Area,1091,New Property,Ready to Move,8.0,14.0,Unfurnished,North - East,4768.0,0.9,1200,21.1468732,72.8089552
althan,3,Super Area,2323,New Property,Under Construction,7.0,13.0,Unfurnished,East,6000.0,1.39,2323,21.1468732,72.8089552
althan,4,Carpet Area,1577,New Property,Ready to Move,9.0,14.0,Unfurnished,North - East,4743.0,1.29,1735,21.1468732,72.8089552
althan,3,Super Area,2113,New Property,Under Construction,6.0,12.0,Unfurnished,East,4700.0,0.99,2113,21.1468732,72.8089552
althan,4,Carpet Area,1427,New Property,Ready to Move,1.0,13.0,Unfurnished,North - East,4491.0,1.1,1570,21.1468732,72.8089552
althan,4,Super Area,2720,New Property,Under Construction,5.0,12.0,Unfurnished,East,4700.0,1.27,2720,21.1468732,72.8089552
althan,3,Super Area,1761,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,3651.0,0.64,1761,21.1468732,72.8089552
althan,3,Carpet Area,1023,New Property,Ready to Move,6.0,13.0,Unfurnished,North - East,4600.0,0.86,1125,21.1468732,72.8089552
althan,4,Super Area,2753,New Property,Under Construction,7.0,13.0,Unfurnished,East,3196.512895023611,0.88,2753,21.1468732,72.8089552
althan,3,Carpet Area,1134,Resale,Ready to Move,9.0,14.0,Unfurnished,North - East,5143.0,1.06,1247,21.1468732,72.8089552
althan,3,Carpet Area,1000,New Property,Ready to Move,5.0,14.0,Unfurnished,North - East,8800.0,0.88,1100,21.1468732,72.8089552
althan,3,Carpet Area,1023,New Property,Ready to Move,9.0,14.0,Unfurnished,North - East,4595.0,0.85,1125,21.1468732,72.8089552
althan,4,Super Area,2700,New Property,Under Construction,7.0,14.0,Unfurnished,South -West,4550.0,1.22,2700,21.1468732,72.8089552
althan,3,Carpet Area,1300,Resale,Ready to Move,15.0,19.0,Unfurnished,North - East,4693.0,1.1,1430,21.1468732,72.8089552
althan,3,Super Area,2093,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,4550.0,0.95,2093,21.1468732,72.8089552
althan,3,Super Area,1616,New Property,Ready to Move,7.0,13.0,Unfurnished,South -West,4000.0,0.65,1616,21.1468732,72.8089552
althan,3,Carpet Area,993,Resale,Ready to Move,5.0,13.0,Unfurnished,North - East,4543.0,0.82,1092,21.1468732,72.8089552
althan,3,Carpet Area,1017,Resale,Ready to Move,6.0,13.0,Unfurnished,North - East,4811.0,0.89,1119,21.1468732,72.8089552
althan,3,Carpet Area,1000,New Property,Under Construction,5.0,12.0,Unfurnished,East,3851.0,0.7,1100,21.1468732,72.8089552
althan,3,Carpet Area,1400,New Property,Under Construction,5.0,12.0,Unfurnished,East,5600.0,1.3,1540,21.1468732,72.8089552
althan,4,Carpet Area,1500,New Property,Ready to Move,5.0,12.0,Unfurnished,East,4800.0,1.3,1650,21.1468732,72.8089552
althan,3,Carpet Area,935,New Property,Under Construction,5.0,12.0,Unfurnished,East,4941.0,0.84,1028,21.1468732,72.8089552
althan,4,Carpet Area,1702,Resale,Ready to Move,7.0,14.0,Unfurnished,North - East,4800.0,1.4,1872,21.1468732,72.8089552
althan,3,Carpet Area,1037,New Property,Ready to Move,5.0,13.0,Unfurnished,North - East,4090.0,0.77,1141,21.1468732,72.8089552
althan,3,Super Area,1994,New Property,Ready to Move,7.0,13.0,Unfurnished,South -West,4413.239719157473,0.88,1994,21.1468732,72.8089552
althan,3,Carpet Area,936,Resale,Ready to Move,9.0,12.0,Furnished,North - East,4615.0,0.72,1030,21.1468732,72.8089552
althan,3,Carpet Area,1035,Resale,Ready to Move,7.0,13.0,Furnished,North - East,4928.0,0.85,1138,21.1468732,72.8089552
althan,3,Carpet Area,1044,Resale,Ready to Move,10.0,11.0,Furnished,North - East,4483.0,0.78,1148,21.1468732,72.8089552
althan,4,Carpet Area,1300,Resale,Ready to Move,9.0,13.0,Unfurnished,North - East,4791.0,1.03,1430,21.1468732,72.8089552
althan,3,Carpet Area,1070,Resale,Ready to Move,5.0,13.0,Unfurnished,North - East,4707.0,0.81,1177,21.1468732,72.8089552
althan,3,Carpet Area,1020,Resale,Ready to Move,8.0,14.0,Unfurnished,North - East,4526.0,0.84,1122,21.1468732,72.8089552
althan,3,Carpet Area,1050,Resale,Ready to Move,8.0,13.0,Unfurnished,North - East,4909.0,0.94,1155,21.1468732,72.8089552
althan,2,Carpet Area,765,Resale,Ready to Move,12.0,14.0,Unfurnished,North - East,4529.0,0.63,842,21.1468732,72.8089552
althan,2,Carpet Area,816,Resale,Ready to Move,10.0,12.0,Unfurnished,North - East,4779.0,0.65,898,21.1468732,72.8089552
althan,3,Carpet Area,1218,Resale,Ready to Move,7.0,13.0,Unfurnished,North - East,4286.0,0.9,1340,21.1468732,72.8089552
althan,4,Super Area,3882,Resale,Ready to Move,4.0,11.0,Unfurnished,North - West,7032.0,2.73,3882,21.1468732,72.8089552
althan,5,Carpet Area,3200,Resale,Ready to Move,9.0,13.0,Unfurnished,North - East,6123.0,3.49,3520,21.1468732,72.8089552
althan,4,Super Area,3671,New Property,Ready to Move,16.0,18.0,Unfurnished,East,5200.0,1.9,3671,21.1468732,72.8089552
althan,4,Super Area,3087,New Property,Under Construction,1.0,13.0,Unfurnished,East,5591.0,1.72,3087,21.1468732,72.8089552
althan,4,Super Area,4590,New Property,Ready to Move,2.0,13.0,Unfurnished,North - East,5708.0,2.62,4590,21.1468732,72.8089552
althan,4,Super Area,4350,Resale,Ready to Move,5.0,19.0,Unfurnished,West,7800.0,3.39,4350,21.1468732,72.8089552
althan,3,Super Area,2570,New Property,Under Construction,4.0,13.0,Unfurnished,East,6600.0,1.69,2570,21.1468732,72.8089552
althan,3,Carpet Area,1402,New Property,Under Construction,5.0,13.0,Unfurnished,East,6351.0,1.61,1542,21.1468732,72.8089552
althan,4,Carpet Area,2800,New Property,Ready to Move,1.0,13.0,Furnished,East,13214.285714285714,3.7,3080,21.1468732,72.8089552
althan,4,Super Area,4100,New Property,Ready to Move,1.0,18.0,Unfurnished,North - West,7000.0,2.87,4100,21.1468732,72.8089552
althan,5,Super Area,5553,New Property,Ready to Move,7.0,13.0,Unfurnished,East,7470.0,4.14,5553,21.1468732,72.8089552
althan,4,Super Area,4580,New Property,Ready to Move,6.0,12.0,Unfurnished,East,5500.0,2.51,4580,21.1468732,72.8089552
althan,5,Super Area,5000,New Property,Ready to Move,5.0,18.0,Unfurnished,South - East,7000.0,3.5,5000,21.1468732,72.8089552
althan,4,Super Area,4500,Resale,Ready to Move,6.0,13.0,Unfurnished,North,6667.0,3.0,4500,21.1468732,72.8089552
althan,4,Super Area,3600,New Property,Under Construction,5.0,16.0,Unfurnished,South - East,2444.4444444444443,0.88,3600,21.1468732,72.8089552
athwalines,2,Super Area,1200,Resale,Ready to Move,4.0,7.0,Unfurnished,East,3750.0,0.45,1200,21.1700255,72.7883612
athwalines,3,Super Area,1800,Resale,Ready to Move,8.0,12.0,Unfurnished,East,3333.0,0.6,1800,21.1700255,72.7883612
athwalines,2,Super Area,1354,Resale,Ready to Move,5.0,12.0,Furnished,East,3988.0,0.54,1354,21.1700255,72.7883612
athwalines,2,Carpet Area,850,Resale,Ready to Move,6.0,12.0,Semi-Furnished,East,4385.0,0.57,935,21.1700255,72.7883612
athwalines,2,Carpet Area,750,Resale,Ready to Move,7.0,10.0,Unfurnished,North - West,4111.0,0.37,825,21.1700255,72.7883612
athwalines,2,Carpet Area,1400,Resale,Ready to Move,4.0,5.0,Unfurnished,North - West,3928.571428571429,0.55,1540,21.1700255,72.7883612
athwalines,2,Super Area,1235,Resale,Ready to Move,1.0,12.0,Semi-Furnished,North - West,3887.0,0.48,1235,21.1700255,72.7883612
athwalines,1,Super Area,600,Resale,Ready to Move,4.0,5.0,Furnished,North - West,4500.0,0.27,600,21.1700255,72.7883612
