location,bhk,areaType,square_feet,transaction,status,floorNum,totalFloor,furnishing,facing,price_per_sqft,price
althan,3.0,Carpet Area,943,Resale,Under Construction,6.0,13.0,Unfurnished,East,4898.0,0.84
palanpur,4.0,Carpet Area,1740,Resale,Ready to Move,9.0,10.0,Unfurnished,East,2828.0,0.82
vesu,4.0,Carpet Area,1650,Resale,Ready to Move,6.0,10.0,Unfurnished,North - East,5300.0,1.59
adajan,3.0,Super Area,1550,Resale,Ready to Move,2.0,9.0,Semi-Furnished,West,4194.0,0.65
dumas road/hazira,3.0,Super Area,1890,Resale,Ready to Move,6.0,12.0,Semi-Furnished,East,4762.0,0.9
pal,4.0,Super Area,2781,New Property,Under Construction,4.0,13.0,Unfurnished,East,4279.0,1.19
pal,3.0,Super Area,1745,New Property,Under Construction,4.0,13.0,Unfurnished,East,4401.0,0.77
athwalines,3.0,Carpet Area,1050,New Property,Under Construction,5.0,13.0,Unfurnished,East,5500.0,1.04
dumas road/hazira,4.0,Carpet Area,1600,New Property,Under Construction,5.0,14.0,Unfurnished,East,4675.0,1.35
palanpur,3.0,Super Area,1725,New Property,Ready to Move,7.0,14.0,Unfurnished,East,4291.0,0.74
pal,4.0,Carpet Area,1634,Resale,Under Construction,10.0,19.0,Unfurnished,East,4207.0,1.25
vesu,3.0,Carpet Area,1135,New Property,Ready to Move,5.0,13.0,Unfurnished,West,5199.0,1.02
vesu,3.0,Carpet Area,1400,New Property,Ready to Move,6.0,12.0,Unfurnished,East,5492.0,1.43
pal,3.0,Super Area,1802,New Property,Under Construction,7.0,13.0,Unfurnished,East,3851.0,0.69
pal,3.0,Super Area,1845,New Property,Under Construction,6.0,13.0,Unfurnished,East,4600.0,0.85
adajan,4.0,Super Area,3250,New Property,Under Construction,6.0,13.0,Unfurnished,East,4752.0,1.54
palanpur,3.0,Super Area,1751,New Property,Undefined,8.0,13.0,Unfurnished,East,4351.0,0.76
pal,3.0,Super Area,1881,New Property,Under Construction,5.0,13.0,Unfurnished,East,4751.0,0.89
pal,3.0,Carpet Area,1200,New Property,Under Construction,3.0,13.0,Unfurnished,South -West,3751.0,0.82
palanpur,3.0,Carpet Area,1100,Resale,Ready to Move,9.0,15.0,Unfurnished,South -West,3909.0,0.68
vesu,3.0,Super Area,2410,New Property,Ready to Move,5.0,19.0,Unfurnished,North,5602.0,1.35
althan,3.0,Super Area,1859,New Property,Ready to Move,12.0,14.0,Unfurnished,East,4554.0,0.85
vesu,3.0,Super Area,1953,New Property,Under Construction,7.0,13.0,Unfurnished,South -West,4992.0,0.97
palanpur,3.0,Carpet Area,860,New Property,Ready to Move,,,Unfurnished,East,4200.0,0.6
dumas road/hazira,3.0,Super Area,2330,New Property,Under Construction,8.0,12.0,Unfurnished,West,4506.0,1.05
vesu,3.0,Carpet Area,1418,New Property,Under Construction,5.0,13.0,Unfurnished,East,5857.0,1.51
dumas road/hazira,3.0,Carpet Area,850,Resale,Ready to Move,3.0,3.0,Unfurnished,East,4286.0,0.81
althan,2.0,Super Area,1270,New Property,Ready to Move,7.0,12.0,Furnished,East,5118.0,0.65
vesu,3.0,Super Area,1953,New Property,Under Construction,6.0,14.0,Unfurnished,East,5069.0,0.99
pal,3.0,Super Area,1850,New Property,Under Construction,7.0,13.0,Unfurnished,East,4651.0,0.86
NA,4.0,Carpet Area,1569,New Property,Ready to Move,5.0,13.0,Unfurnished,East,4350.0,1.26
athwalines,3.0,Super Area,2200,New Property,Under Construction,1.0,7.0,Unfurnished,East,5364.0,1.18
pal,3.0,Super Area,1960,Resale,Ready to Move,5.0,5.0,Unfurnished,East,4388.0,0.86
althan,3.0,Carpet Area,1750,Resale,Ready to Move,10.0,12.0,Furnished,East,,1.0
dindoli,3.0,Super Area,1850,Resale,Ready to Move,7.0,12.0,Unfurnished,East,4595.0,0.85
pal,3.0,Carpet Area,1000,New Property,Under Construction,8.0,12.0,Unfurnished,East,4819.0,1.0
NA,3.0,Super Area,1919,Resale,Ready to Move,7.0,12.0,Unfurnished,East,4690.0,0.9
dumas road/hazira,3.0,Super Area,2600,New Property,Under Construction,7.0,12.0,Unfurnished,South -West,5000.0,1.3
vesu,4.0,Super Area,2751,New Property,Under Construction,7.0,13.0,Unfurnished,East,5090.0,1.4
adajan,3.0,Carpet Area,1500,Resale,Ready to Move,12.0,13.0,Furnished,East,4049.0,0.95
vesu,3.0,Carpet Area,1309,New Property,Ready to Move,15.0,20.0,Unfurnished,North - East,5600.0,1.33
NA,3.0,Super Area,1650,Resale,Ready to Move,11.0,11.0,Semi-Furnished,East,4848.0,0.8
pal,3.0,Super Area,1956,Resale,Ready to Move,4.0,13.0,Unfurnished,East,4857.0,0.95
pal,3.0,Super Area,2490,New Property,Under Construction,5.0,13.0,Unfurnished,East,4300.0,1.07
palanpur,3.0,Super Area,1522,New Property,Ready to Move,5.0,13.0,Unfurnished,East,4001.0,0.61
vesu,3.0,Carpet Area,1100,New Property,Ready to Move,3.0,14.0,Furnished,East,6900.0,1.35
vesu,3.0,Carpet Area,1238,New Property,Under Construction,10.0,12.0,Unfurnished,East,4851.0,1.09
NA,4.0,Carpet Area,1572,Resale,Under Construction,8.0,12.0,Unfurnished,East,4899.0,1.4
vesu,3.0,Super Area,1818,New Property,Under Construction,5.0,13.0,Unfurnished,East,5500.0,1.0
vesu,3.0,Super Area,2260,New Property,Ready to Move,6.0,12.0,Unfurnished,East,6000.0,1.35
jahangirpura,3.0,Super Area,1911,New Property,Under Construction,6.0,14.0,Unfurnished,East,3700.0,0.71
pal,4.0,Carpet Area,1503,New Property,Under Construction,6.0,13.0,Unfurnished,East,4751.0,1.37
pal,3.0,Super Area,1751,New Property,Under Construction,6.0,13.0,Unfurnished,East,4251.0,0.74
palanpur,3.0,Super Area,1775,New Property,Undefined,5.0,13.0,Unfurnished,East,3851.0,0.68
pal,3.0,Super Area,2270,New Property,Under Construction,5.0,13.0,Unfurnished,East,5850.0,1.32
pal,3.0,Carpet Area,1051,New Property,Under Construction,3.0,13.0,Unfurnished,South -West,3751.0,0.72
vesu,3.0,Super Area,2250,New Property,Under Construction,5.0,12.0,Unfurnished,North - East,6200.0,1.39
vesu,3.0,Super Area,2536,New Property,Under Construction,9.0,13.0,Unfurnished,East,6309.0,1.6
dumas road/hazira,2.0,Super Area,1400,New Property,Under Construction,7.0,14.0,Unfurnished,South -West,4500.0,0.63
palanpur,3.0,Carpet Area,960,New Property,Ready to Move,,,Unfurnished,East,3800.0,0.64
dumas road/hazira,3.0,Super Area,2600,New Property,Under Construction,4.0,12.0,Unfurnished,East,5000.0,1.3
vesu,2.0,Super Area,1294,Resale,Under Construction,4.0,13.0,Unfurnished,East,5023.0,0.65
vesu,3.0,Carpet Area,1317,New Property,Under Construction,5.0,13.0,Unfurnished,East,5500.0,1.32
althan,3.0,Super Area,1884,New Property,Ready to Move,6.0,12.0,Unfurnished,East,4512.0,0.85
althan,3.0,Super Area,2241,New Property,Under Construction,9.0,14.0,Unfurnished,East,4641.0,1.04
pal,3.0,Super Area,2070,New Property,Under Construction,6.0,13.0,Unfurnished,East,4750.0,0.98
adajan,3.0,Super Area,1755,Resale,Ready to Move,3.0,12.0,Unfurnished,East,5698.0,1.0
althan,4.0,Super Area,2920,New Property,Under Construction,1.0,10.0,Unfurnished,East,5034.0,1.47
dindoli,3.0,Super Area,1948,New Property,Under Construction,5.0,13.0,Unfurnished,East,3500.0,0.68
pal,4.0,Carpet Area,2000,New Property,Under Construction,6.0,12.0,Unfurnished,East,5108.0,1.4
vesu,3.0,Super Area,2041,Resale,Ready to Move,1.0,12.0,Furnished,East,5145.0,1.05
vesu,3.0,Super Area,1775,New Property,Ready to Move,5.0,14.0,Unfurnished,South -West,5100.0,0.91
vesu,2.0,Super Area,1361,New Property,Under Construction,5.0,13.0,Unfurnished,North - East,5511.0,0.75
jahangirpura,3.0,Super Area,1609,Resale,Ready to Move,4.0,13.0,Furnished,East,3884.0,0.62
vesu,3.0,Carpet Area,1045,New Property,Ready to Move,5.0,10.0,Unfurnished,North - East,5579.0,1.06
jahangirpura,3.0,Super Area,1609,Resale,Ready to Move,2.0,12.0,Unfurnished,West,3853.0,0.62
palanpur,3.0,Super Area,1767,Resale,Ready to Move,8.0,12.0,Unfurnished,East,4301.0,0.76
pal,3.0,Carpet Area,1400,Resale,Ready to Move,1.0,5.0,Unfurnished,East,4000.0,0.8
pal,4.0,Super Area,2870,New Property,Under Construction,5.0,13.0,Unfurnished,East,4739.0,1.36
vesu,3.0,Carpet Area,1408,New Property,Ready to Move,7.0,14.0,Unfurnished,East,5500.0,1.4
vesu,4.0,Carpet Area,1340,Resale,Ready to Move,5.0,12.0,Semi-Furnished,East,5008.0,1.22
palanpur,3.0,Super Area,1550,New Property,Under Construction,7.0,13.0,Unfurnished,East,4194.0,0.65
pal,4.0,Carpet Area,1540,Resale,Under Construction,7.0,13.0,Unfurnished,East,4600.0,1.28
pal,3.0,Super Area,2440,New Property,Under Construction,5.0,10.0,Unfurnished,East,5639.0,1.37
vesu,3.0,Carpet Area,1100,New Property,Ready to Move,8.0,13.0,Unfurnished,South -West,5500.0,1.07
palanpur,3.0,Super Area,1918,New Property,Under Construction,3.0,14.0,Unfurnished,East,3853.0,0.74
pal,3.0,Carpet Area,985,New Property,Under Construction,6.0,13.0,Unfurnished,East,4600.0,0.87
adajan,3.0,Super Area,2065,New Property,Under Construction,6.0,13.0,Unfurnished,East,4751.0,0.98
palanpur,3.0,Super Area,1861,New Property,Undefined,8.0,13.0,Unfurnished,East,4200.0,0.78
pal,3.0,Super Area,1891,New Property,Under Construction,5.0,13.0,Unfurnished,North - East,4750.0,0.9
palanpur,3.0,Carpet Area,910,New Property,Under Construction,4.0,14.0,Unfurnished,South -West,4100.0,0.68
pal,3.0,Carpet Area,1150,Resale,Ready to Move,7.0,15.0,Unfurnished,South -West,4911.0,0.96
vesu,3.0,Super Area,2525,New Property,Under Construction,5.0,16.0,Unfurnished,North - East,5111.0,1.29
althan,3.0,Super Area,2113,New Property,Ready to Move,13.0,14.0,Unfurnished,North,4851.0,1.02
vesu,3.0,Super Area,2400,New Property,Ready to Move,7.0,13.0,Unfurnished,South -West,5208.0,1.25
jahangirpura,3.0,Carpet Area,1115,New Property,Under Construction,,,Unfurnished,East,3861.0,0.72
vesu,3.0,Super Area,2705,New Property,Ready to Move,8.0,13.0,Unfurnished,East,5693.0,1.54
vesu,2.0,Super Area,1294,Resale,Under Construction,4.0,13.0,Unfurnished,East,4946.0,0.64
vesu,2.0,Carpet Area,749,New Property,Ready to Move,10.0,13.0,Unfurnished,East,5143.0,0.7
althan,3.0,Super Area,1915,New Property,Ready to Move,6.0,12.0,Unfurnished,East,5117.0,0.98
dumas road/hazira,3.0,Super Area,2400,New Property,Ready to Move,7.0,12.0,Unfurnished,East,6111.0,1.46
pal,4.0,Super Area,3259,New Property,Under Construction,6.0,13.0,Unfurnished,East,4750.0,1.54
althan,3.0,Super Area,2550,New Property,Under Construction,1.0,10.0,Unfurnished,East,5020.0,1.28
dindoli,3.0,Super Area,1950,Resale,Ready to Move,6.0,14.0,Unfurnished,East,3641.0,0.71
pal,3.0,Super Area,2500,Resale,Under Construction,5.0,12.0,Unfurnished,East,5000.0,1.25
althan,3.0,Super Area,1975,Resale,Ready to Move,8.0,12.0,Unfurnished,East,4500.0,0.89
vesu,4.0,Super Area,2915,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,5454.0,1.58
vesu,3.0,Super Area,2025,New Property,Under Construction,7.0,13.0,Unfurnished,East,5186.0,1.05
adajan,3.0,Super Area,1650,New Property,Ready to Move,13.0,14.0,Unfurnished,North,3818.0,0.63
vesu,3.0,Carpet Area,1374,New Property,Ready to Move,7.0,13.0,Unfurnished,North - East,5400.0,1.35
pal,3.0,Super Area,1802,New Property,Under Construction,6.0,12.0,Unfurnished,East,3552.0,0.64
vesu,3.0,Super Area,1774,New Property,Under Construction,3.0,5.0,Unfurnished,South -West,5006.0,0.89
vesu,3.0,Carpet Area,1200,New Property,Ready to Move,8.0,14.0,Unfurnished,East,5550.0,1.19
vesu,3.0,Carpet Area,1150,Resale,Ready to Move,3.0,12.0,Semi-Furnished,East,4534.0,0.87
vesu,4.0,Super Area,2998,New Property,Under Construction,5.0,12.0,Unfurnished,East,4500.0,1.34
palanpur,3.0,Super Area,1825,Resale,Under Construction,8.0,13.0,Unfurnished,East,3945.0,0.72
adajan,3.0,Carpet Area,1134,New Property,Under Construction,5.0,13.0,Unfurnished,East,4750.0,0.98
althan,3.0,Super Area,1865,New Property,Under Construction,8.0,13.0,Unfurnished,East,4863.0,0.91
palanpur,3.0,Super Area,2196,New Property,Under Construction,3.0,14.0,Unfurnished,East,3851.0,0.85
pal,2.0,Super Area,1350,New Property,Under Construction,6.0,13.0,Unfurnished,East,4500.0,0.61
pal,3.0,Super Area,1745,New Property,Under Construction,6.0,13.0,Unfurnished,South -West,4551.0,0.79
pal,3.0,Carpet Area,991,New Property,Undefined,8.0,13.0,Unfurnished,East,3999.0,0.72
pal,3.0,Super Area,2205,New Property,Under Construction,5.0,13.0,Unfurnished,East,4851.0,1.06
jahangirpura,3.0,Carpet Area,1100,New Property,Under Construction,4.0,13.0,Unfurnished,East,3800.0,0.73
pal,3.0,Carpet Area,1100,Resale,Ready to Move,9.0,12.0,Semi-Furnished,South -West,4514.0,0.77
vesu,3.0,Super Area,2152,New Property,Ready to Move,5.0,12.0,Unfurnished,North,5200.0,1.11
NA,3.0,Super Area,1994,Resale,Ready to Move,5.0,14.0,Unfurnished,South -West,4444.0,0.89
pal,4.0,Super Area,3250,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,4677.0,1.52
amroli,3.0,Carpet Area,930,New Property,Ready to Move,,,Unfurnished,East,4100.0,0.68
vesu,3.0,Super Area,2300,New Property,Ready to Move,4.0,5.0,Unfurnished,South -West,4783.0,1.1
vesu,2.0,Super Area,1294,Resale,Under Construction,4.0,13.0,Unfurnished,East,5255.0,0.68
vesu,3.0,Carpet Area,1113,New Property,Ready to Move,8.0,13.0,Unfurnished,East,5185.0,1.05
althan,3.0,Super Area,1857,New Property,Ready to Move,6.0,12.0,Unfurnished,East,4470.0,0.83
vesu,3.0,Super Area,2500,New Property,Under Construction,5.0,13.0,Unfurnished,East,5151.0,1.28
dumas road/hazira,3.0,Super Area,2300,New Property,Under Construction,5.0,14.0,Unfurnished,East,4522.0,1.04
vesu,3.0,Super Area,2575,New Property,Under Construction,6.0,13.0,Unfurnished,,5400.0,1.39
dindoli,4.0,Super Area,3150,Resale,Ready to Move,7.0,13.0,Unfurnished,East,4222.0,1.33
pal,3.0,Super Area,2200,New Property,Under Construction,4.0,13.0,Unfurnished,East,5000.0,1.1
NA,3.0,Super Area,1850,Resale,Ready to Move,3.0,12.0,Furnished,East,5027.0,0.93
dumas road/hazira,2.0,Super Area,1400,New Property,Under Construction,5.0,12.0,Unfurnished,South -West,4500.0,0.63
vesu,3.0,Super Area,2536,New Property,Under Construction,6.0,13.0,Unfurnished,,6309.0,1.59
adajan,4.0,Carpet Area,1600,Resale,Ready to Move,9.0,10.0,Unfurnished,East,2831.0,0.83
vesu,3.0,Carpet Area,1320,Resale,Under Construction,7.0,10.0,Unfurnished,North - East,5200.0,1.24
NA,3.0,Super Area,2250,Resale,Under Construction,6.0,13.0,Unfurnished,East,5822.0,1.31
pal,3.0,Super Area,2034,New Property,Ready to Move,5.0,13.0,Furnished,East,5064.0,1.03
vesu,3.0,Super Area,2600,New Property,Under Construction,6.0,13.0,Unfurnished,East,5000.0,1.3
pal,3.0,Carpet Area,1134,New Property,Under Construction,7.0,12.0,Unfurnished,East,4658.0,0.96
althan,3.0,Carpet Area,1237,New Property,Under Construction,9.0,10.0,Unfurnished,East,5151.0,1.15
dumas road/hazira,3.0,Super Area,2400,New Property,Under Construction,4.0,12.0,Unfurnished,East,5000.0,1.2
palanpur,4.0,Super Area,2875,New Property,Under Construction,3.0,14.0,Unfurnished,East,3826.0,1.1
palanpur,3.0,Super Area,1825,New Property,Under Construction,6.0,13.0,Unfurnished,East,3991.0,0.73
palanpur,4.0,Super Area,2875,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,3751.0,1.07
palanpur,3.0,Super Area,1690,New Property,Undefined,7.0,14.0,Unfurnished,East,3675.0,0.62
pal,4.0,Super Area,2870,New Property,Under Construction,7.0,13.0,Unfurnished,East,4851.0,1.39
pal,3.0,Carpet Area,980,New Property,Under Construction,8.0,14.0,Unfurnished,East,4651.0,0.86
palanpur,3.0,Carpet Area,1100,Resale,Ready to Move,12.0,15.0,Unfurnished,South -West,3766.0,0.65
vesu,3.0,Super Area,2585,New Property,Under Construction,5.0,12.0,Unfurnished,East,5500.0,1.42
althan,3.0,Super Area,2323,Resale,Ready to Move,18.0,19.0,Unfurnished,South - East,5209.0,1.21
palanpur,2.0,Carpet Area,880,New Property,Under Construction,10.0,21.0,Unfurnished,South -West,7188.0,1.15
amroli,4.0,Carpet Area,1255,New Property,Ready to Move,,,Unfurnished,East,4100.0,0.94
vesu,3.0,Super Area,2260,New Property,Ready to Move,8.0,13.0,Unfurnished,East,5752.0,1.3
vesu,3.0,Super Area,2602,New Property,Ready to Move,5.0,13.0,Unfurnished,East,5073.0,1.32
amroli,3.0,Carpet Area,832,New Property,Under Construction,8.0,14.0,Unfurnished,East,3749.0,0.69
vesu,3.0,Super Area,2650,Resale,Under Construction,7.0,13.0,Unfurnished,South -West,6000.0,1.59
althan,3.0,Super Area,1811,New Property,Ready to Move,6.0,12.0,Unfurnished,South - East,3644.0,0.66
vesu,3.0,Super Area,2300,New Property,Under Construction,7.0,14.0,Unfurnished,East,4783.0,1.1
vesu,2.0,Super Area,1625,New Property,Ready to Move,14.0,14.0,Unfurnished,North,5100.0,0.83
dindoli,4.0,Super Area,2700,Resale,Ready to Move,8.0,14.0,Unfurnished,East,3704.0,1.0
pal,3.0,Super Area,2200,New Property,Ready to Move,7.0,14.0,Unfurnished,South -West,5227.0,1.15
vesu,4.0,Super Area,2913,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,5454.0,1.58
sarthana/varachha,3.0,Super Area,1520,Resale,Ready to Move,3.0,14.0,Unfurnished,East,4145.0,0.63
adajan,3.0,Super Area,2346,Resale,Ready to Move,12.0,13.0,Furnished,East,4049.0,0.95
vesu,3.0,Carpet Area,935,New Property,Ready to Move,8.0,13.0,Unfurnished,North - East,4888.0,0.83
palanpur,3.0,Super Area,1825,New Property,Under Construction,5.0,13.0,Unfurnished,East,3852.0,0.7
vesu,3.0,Super Area,2400,New Property,Under Construction,6.0,13.0,Unfurnished,East,5000.0,1.2
pal,3.0,Carpet Area,1050,New Property,Under Construction,9.0,14.0,Unfurnished,East,4582.0,0.88
dumas road/hazira,3.0,Carpet Area,1485,New Property,Under Construction,5.0,13.0,Unfurnished,East,5000.0,1.35
dumas road/hazira,3.0,Super Area,2370,New Property,Under Construction,6.0,12.0,Unfurnished,East,4501.0,1.06
palanpur,3.0,Super Area,1847,New Property,Under Construction,8.0,14.0,Unfurnished,East,4293.0,0.79
pal,3.0,Super Area,2061,New Property,Under Construction,7.0,13.0,Unfurnished,East,4600.0,0.95
palanpur,4.0,Super Area,3339,New Property,Under Construction,12.0,13.0,Unfurnished,South -West,4100.0,1.36
palanpur,3.0,Super Area,1690,New Property,Undefined,9.0,14.0,Unfurnished,East,3693.0,0.62
pal,3.0,Super Area,2492,New Property,Under Construction,5.0,13.0,Unfurnished,East,4950.0,1.23
palanpur,3.0,Carpet Area,950,New Property,Under Construction,3.0,14.0,Unfurnished,East,3651.0,0.63
palanpur,3.0,Carpet Area,1225,Resale,Ready to Move,5.0,15.0,Unfurnished,South -West,3716.0,0.69
vesu,3.0,Super Area,2152,Resale,Ready to Move,3.0,13.0,Furnished,North,6738.0,1.45
vesu,3.0,Super Area,1715,New Property,Under Construction,10.0,13.0,Unfurnished,East,4781.0,0.82
althan,3.0,Super Area,1757,New Property,Under Construction,6.0,13.0,Unfurnished,East,3682.0,0.65
althan,3.0,Carpet Area,1160,New Property,Under Construction,,,Unfurnished,East,4545.0,0.91
vesu,3.0,Super Area,2204,New Property,Under Construction,8.0,14.0,Unfurnished,East,5808.0,1.28
vesu,3.0,Super Area,2204,New Property,Ready to Move,5.0,13.0,Unfurnished,East,5808.0,1.28
vesu,3.0,Carpet Area,976,New Property,Ready to Move,10.0,14.0,Unfurnished,East,5500.0,0.98
vesu,3.0,Super Area,2630,Resale,Under Construction,7.0,13.0,Unfurnished,South -West,5000.0,1.31
althan,3.0,Super Area,1761,New Property,Ready to Move,6.0,12.0,Unfurnished,South - East,3634.0,0.64
pal,3.0,Super Area,1737,New Property,Under Construction,6.0,13.0,Unfurnished,East,4700.0,0.82
vesu,3.0,Super Area,2351,New Property,Under Construction,1.0,13.0,Unfurnished,West,5130.0,1.2
dindoli,4.0,Super Area,2250,Resale,Ready to Move,5.0,12.0,Unfurnished,East,4444.0,1.0
pal,3.0,Super Area,2270,New Property,Under Construction,5.0,20.0,Unfurnished,South -West,5947.0,1.35
vesu,3.0,Super Area,2358,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,5454.0,1.28
vesu,3.0,Carpet Area,1057,Resale,Ready to Move,7.0,10.0,Semi-Furnished,East,4062.0,0.66
palanpur,3.0,Super Area,1766,Resale,Ready to Move,5.0,11.0,Semi-Furnished,East,4530.0,0.8
vesu,3.0,Carpet Area,1110,Resale,Ready to Move,8.0,11.0,Unfurnished,North - East,4216.0,0.78
pal,3.0,Carpet Area,1130,New Property,Under Construction,5.0,13.0,Unfurnished,East,5891.0,1.21
vesu,3.0,Super Area,2585,New Property,Under Construction,7.0,12.0,Unfurnished,East,5338.0,1.38
palanpur,3.0,Super Area,1651,Resale,Under Construction,9.0,14.0,Unfurnished,East,4000.0,0.66
dumas road/hazira,3.0,Super Area,2330,New Property,Under Construction,5.0,13.0,Unfurnished,East,4500.0,1.04
dumas road/hazira,4.0,Super Area,3200,New Property,Under Construction,7.0,12.0,Unfurnished,East,4500.0,1.44
palanpur,3.0,Super Area,2400,New Property,Under Construction,7.0,13.0,Unfurnished,East,4351.0,1.04
adajan,3.0,Super Area,2200,New Property,Under Construction,7.0,13.0,Unfurnished,East,4800.0,1.05
palanpur,3.0,Super Area,1918,New Property,Under Construction,6.0,13.0,Unfurnished,South -West,3751.0,0.72
palanpur,3.0,Super Area,2441,New Property,Undefined,9.0,13.0,Unfurnished,East,4500.0,1.09
palanpur,3.0,Super Area,1825,New Property,Under Construction,6.0,13.0,Unfurnished,East,3991.0,0.73
pal,3.0,Carpet Area,955,New Property,Ready to Move,5.0,14.0,Unfurnished,South -West,4650.0,0.81
palanpur,3.0,Carpet Area,1152,Resale,Ready to Move,9.0,15.0,Unfurnished,South -West,3772.0,0.7
vesu,3.0,Super Area,2100,New Property,Under Construction,5.0,13.0,Unfurnished,East,4500.0,0.94
althan,4.0,Super Area,2720,New Property,Ready to Move,9.0,14.0,Unfurnished,South - East,4669.0,1.27
pal,3.0,Super Area,1745,New Property,Under Construction,5.0,14.0,Unfurnished,South -West,4351.0,0.76
vesu,3.0,Carpet Area,1100,New Property,Under Construction,,,Unfurnished,East,5500.0,1.04
dumas road/hazira,2.0,Super Area,1400,New Property,Under Construction,5.0,12.0,Unfurnished,East,4500.0,0.63
vesu,4.0,Carpet Area,1322,New Property,Ready to Move,8.0,14.0,Unfurnished,East,5500.0,1.32
vesu,3.0,Super Area,2200,Resale,Under Construction,6.0,12.0,Unfurnished,South -West,5700.0,1.25
